,participant,task,trial,choice,reward,state,next_state,tier
697,5,0,48,4,0,6,6,0.0
698,5,0,49,1,0,6,7,0.0
699,5,0,50,4,0,7,7,0.0
700,5,0,51,3,0,7,8,0.0
701,5,0,52,4,0,8,8,0.0
702,5,0,53,3,0,8,2,0.0
703,5,0,54,1,0,2,8,0.0
704,5,0,55,1,0,8,3,0.0
705,5,0,56,1,0,3,7,0.0
706,5,0,57,1,0,7,3,0.0
707,5,0,58,2,0,3,3,0.0
708,5,0,59,1,0,3,7,0.0
709,5,0,60,2,0,7,2,0.0
710,5,0,61,1,0,2,8,0.0
711,5,0,62,1,0,8,3,0.0
712,5,0,63,2,0,3,3,0.0
713,5,0,64,1,0,3,7,0.0
714,5,0,65,2,0,7,2,0.0
715,5,0,66,3,0,2,6,0.0
716,5,0,67,1,0,6,7,0.0
717,5,0,68,2,0,7,2,0.0
718,5,0,69,3,0,2,6,0.0
719,5,0,70,3,0,6,3,0.0
720,5,0,71,1,0,3,7,0.0
721,5,0,72,2,0,7,2,0.0
722,5,0,73,3,0,2,6,0.0
723,5,0,74,4,0,6,6,0.0
724,5,0,75,2,0,6,4,0.0
725,5,0,76,2,0,4,7,0.0
726,5,0,77,3,0,7,8,0.0
727,5,0,78,1,0,8,3,0.0
728,5,0,79,3,0,3,2,0.0
729,5,0,80,3,0,2,6,0.0
730,5,0,81,2,0,6,4,0.0
731,5,0,82,4,0,4,9,0.0
732,5,0,83,2,0,9,8,0.0
733,5,0,84,2,0,8,7,0.0
734,5,0,85,2,0,7,2,0.0
735,5,0,86,3,0,2,6,0.0
736,5,0,87,2,0,6,4,0.0
737,5,0,88,4,0,4,9,0.0
738,5,0,89,1,0,9,5,0.0
739,5,0,90,2,0,5,8,0.0
740,5,0,91,2,0,8,7,0.0
741,5,0,92,2,0,7,2,0.0
742,5,0,93,3,0,2,6,0.0
743,5,0,94,2,0,6,4,0.0
744,5,0,95,4,0,4,9,0.0
745,5,0,96,1,0,9,5,0.0
746,5,0,97,3,0,5,10,0.0
747,5,0,98,2,0,10,11,0.0
748,5,0,99,2,0,11,7,0.0
749,5,0,100,3,0,7,8,0.0
750,5,0,101,2,0,8,7,0.0
751,5,0,102,2,0,7,2,0.0
752,5,0,103,3,0,2,6,0.0
753,5,0,104,2,0,6,4,0.0
754,5,0,105,4,0,4,9,0.0
755,5,0,106,1,0,9,5,0.0
756,5,0,107,2,0,5,8,0.0
757,5,0,108,2,0,8,7,0.0
758,5,0,109,2,0,7,2,0.0
759,5,0,110,3,0,2,6,0.0
760,5,0,111,2,0,6,4,0.0
761,5,0,112,4,0,4,9,0.0
762,5,0,113,1,0,9,5,0.0
763,5,0,114,1,0,5,5,0.0
764,5,0,115,4,0,5,3,0.0
765,5,0,116,3,0,3,2,0.0
766,5,0,117,3,0,2,6,0.0
767,5,0,118,2,0,6,4,0.0
768,5,0,119,4,0,4,9,0.0
769,5,0,120,4,0,9,7,0.0
770,5,0,121,3,0,7,8,0.0
771,5,0,122,1,0,8,3,0.0
772,5,0,123,3,0,3,2,0.0
773,5,0,124,3,0,2,6,0.0
774,5,0,125,2,0,6,4,0.0
775,5,0,126,1,0,4,3,0.0
776,5,0,127,2,0,3,3,0.0
777,5,0,128,3,0,3,2,0.0
778,5,0,129,3,0,2,6,0.0
779,5,0,130,2,0,6,4,0.0
780,5,0,131,3,0,4,4,0.0
781,5,0,132,2,0,4,7,0.0
782,5,0,133,2,0,7,2,0.0
783,5,0,134,3,0,2,6,0.0
784,5,0,135,2,0,6,4,0.0
785,5,0,136,4,0,4,9,0.0
786,5,0,137,2,0,9,8,0.0
787,5,0,138,1,0,8,3,0.0
788,5,0,139,2,0,3,3,0.0
789,5,0,140,3,0,3,2,0.0
790,5,0,141,3,0,2,6,0.0
791,5,0,142,2,0,6,4,0.0
792,5,0,143,4,0,4,9,0.0
793,5,0,144,4,0,9,7,0.0
794,5,0,145,2,0,7,2,0.0
795,5,0,146,3,0,2,6,0.0
796,5,0,147,2,0,6,4,0.0
797,5,0,148,4,0,4,9,0.0
798,5,0,149,1,0,9,5,0.0
799,5,0,150,4,0,5,3,0.0
800,5,0,151,3,0,3,2,0.0
801,5,0,152,2,0,2,2,0.0
802,5,0,153,3,0,2,6,0.0
803,5,0,154,2,0,6,4,0.0
804,5,0,155,3,0,4,4,0.0
805,5,0,156,2,0,4,7,0.0
806,5,0,157,2,0,7,2,0.0
807,5,0,158,3,0,2,6,0.0
808,5,0,159,2,0,6,4,0.0
809,5,0,160,4,0,4,9,0.0
810,5,0,161,3,0,9,9,0.0
811,5,0,162,2,0,9,8,0.0
812,5,0,163,1,0,8,3,0.0
813,5,0,164,3,0,3,2,0.0
814,5,0,165,3,0,2,6,0.0
815,5,0,166,2,0,6,4,0.0
816,5,0,167,4,0,4,9,0.0
817,5,0,168,1,0,9,5,0.0
818,5,0,169,1,0,5,5,0.0
819,5,0,170,2,0,5,8,0.0
820,5,0,171,2,0,8,7,0.0
821,5,0,172,3,0,7,8,0.0
822,5,0,173,4,0,8,8,0.0
823,5,0,174,3,0,8,2,0.0
824,5,0,175,2,0,2,2,0.0
825,5,0,176,3,0,2,6,0.0
826,5,0,177,2,0,6,4,0.0
827,5,0,178,4,0,4,9,0.0
828,5,0,179,1,0,9,5,0.0
829,5,0,180,4,0,5,3,0.0
830,5,0,181,3,0,3,2,0.0
831,5,0,182,3,0,2,6,0.0
832,5,0,183,2,0,6,4,0.0
833,5,0,184,4,0,4,9,0.0
834,5,0,185,1,0,9,5,0.0
835,5,0,186,3,0,5,10,0.0
836,5,0,187,1,0,10,8,0.0
837,5,0,188,1,0,8,3,0.0
838,5,0,189,3,0,3,2,0.0
839,5,0,190,3,0,2,6,0.0
840,5,0,191,2,0,6,4,0.0
841,5,0,192,4,0,4,9,0.0
842,5,0,193,1,0,9,5,0.0
843,5,0,194,3,0,5,10,0.0
844,5,0,195,4,0,10,10,0.0
845,5,0,196,3,0,10,7,0.0
846,5,0,197,2,0,7,2,0.0
847,5,0,198,3,0,2,6,0.0
848,5,0,199,2,0,6,4,0.0
849,5,0,200,4,0,4,9,0.0
850,5,0,201,1,0,9,5,0.0
851,5,0,202,3,0,5,10,0.0
852,5,0,203,2,0,10,11,0.0
853,5,0,204,3,0,11,3,0.0
854,5,0,205,3,0,3,2,0.0
855,5,0,206,3,0,2,6,0.0
856,5,0,207,2,0,6,4,0.0
857,5,0,208,4,0,4,9,0.0
858,5,0,209,1,0,9,5,0.0
859,5,0,210,3,0,5,10,0.0
860,5,0,211,2,0,10,11,0.0
861,5,0,212,1,1,11,1,0.0
862,5,1,0,2,0,7,2,0.0
863,5,1,1,3,0,2,6,0.0
864,5,1,2,2,0,6,4,0.0
865,5,1,3,4,0,4,9,0.0
866,5,1,4,1,0,9,5,0.0
867,5,1,5,3,0,5,10,0.0
868,5,1,6,2,0,10,11,0.0
869,5,1,7,1,1,11,1,0.0
870,5,2,0,4,0,9,7,0.0
871,5,2,1,2,0,7,2,0.0
872,5,2,2,3,0,2,6,0.0
873,5,2,3,2,0,6,4,0.0
874,5,2,4,4,0,4,9,0.0
875,5,2,5,1,0,9,5,0.0
876,5,2,6,3,0,5,10,0.0
877,5,2,7,2,0,10,11,0.0
878,5,2,8,1,1,11,1,0.0
879,5,3,0,3,0,5,10,0.0
880,5,3,1,2,0,10,11,0.0
881,5,3,2,1,1,11,1,0.0
882,5,4,0,3,0,3,2,0.0
883,5,4,1,3,0,2,6,0.0
884,5,4,2,2,0,6,4,0.0
885,5,4,3,4,0,4,9,0.0
886,5,4,4,1,0,9,5,0.0
887,5,4,5,3,0,5,10,0.0
888,5,4,6,2,0,10,11,0.0
889,5,4,7,1,1,11,1,0.0
890,6,0,0,1,0,10,8,0.0
891,6,0,1,1,0,8,3,0.0
892,6,0,2,1,0,3,7,0.0
893,6,0,3,1,0,7,3,0.0
894,6,0,4,1,0,3,7,0.0
895,6,0,5,2,0,7,2,0.0
896,6,0,6,2,0,2,2,0.0
897,6,0,7,3,0,2,6,0.0
898,6,0,8,3,0,6,3,0.0
899,6,0,9,1,0,3,7,0.0
900,6,0,10,2,0,7,2,0.0
901,6,0,11,3,0,2,6,0.0
902,6,0,12,3,0,6,3,0.0
903,6,0,13,1,0,3,7,0.0
904,6,0,14,2,0,7,2,0.0
905,6,0,15,3,0,2,6,0.0
906,6,0,16,4,0,6,6,0.0
907,6,0,17,1,0,6,7,0.0
908,6,0,18,3,0,7,8,0.0
909,6,0,19,1,0,8,3,0.0
910,6,0,20,1,0,3,7,0.0
911,6,0,21,2,0,7,2,0.0
912,6,0,22,3,0,2,6,0.0
913,6,0,23,2,0,6,4,0.0
914,6,0,24,1,0,4,3,0.0
915,6,0,25,1,0,3,7,0.0
916,6,0,26,2,0,7,2,0.0
917,6,0,27,3,0,2,6,0.0
918,6,0,28,2,0,6,4,0.0
919,6,0,29,2,0,4,7,0.0
920,6,0,30,2,0,7,2,0.0
921,6,0,31,3,0,2,6,0.0
922,6,0,32,2,0,6,4,0.0
923,6,0,33,3,0,4,4,0.0
924,6,0,34,4,0,4,9,0.0
925,6,0,35,4,0,9,7,0.0
926,6,0,36,2,0,7,2,0.0
927,6,0,37,3,0,2,6,0.0
928,6,0,38,2,0,6,4,0.0
929,6,0,39,4,0,4,9,0.0
930,6,0,40,1,0,9,5,0.0
931,6,0,41,1,0,5,5,0.0
932,6,0,42,2,0,5,8,0.0
933,6,0,43,1,0,8,3,0.0
934,6,0,44,1,0,3,7,0.0
935,6,0,45,2,0,7,2,0.0
936,6,0,46,3,0,2,6,0.0
937,6,0,47,2,0,6,4,0.0
938,6,0,48,4,0,4,9,0.0
939,6,0,49,1,0,9,5,0.0
940,6,0,50,3,0,5,10,0.0
941,6,0,51,1,0,10,8,0.0
942,6,0,52,1,0,8,3,0.0
943,6,0,53,1,0,3,7,0.0
944,6,0,54,2,0,7,2,0.0
945,6,0,55,3,0,2,6,0.0
946,6,0,56,2,0,6,4,0.0
947,6,0,57,4,0,4,9,0.0
948,6,0,58,1,0,9,5,0.0
949,6,0,59,4,0,5,3,0.0
950,6,0,60,1,0,3,7,0.0
951,6,0,61,2,0,7,2,0.0
952,6,0,62,3,0,2,6,0.0
953,6,0,63,2,0,6,4,0.0
954,6,0,64,4,0,4,9,0.0
955,6,0,65,1,0,9,5,0.0
956,6,0,66,1,0,5,5,0.0
957,6,0,67,3,0,5,10,0.0
958,6,0,68,1,0,10,8,0.0
959,6,0,69,1,0,8,3,0.0
960,6,0,70,1,0,3,7,0.0
961,6,0,71,3,0,7,8,0.0
962,6,0,72,1,0,8,3,0.0
963,6,0,73,1,0,3,7,0.0
964,6,0,74,4,0,7,7,0.0
965,6,0,75,2,0,7,2,0.0
966,6,0,76,4,0,2,7,0.0
967,6,0,77,2,0,7,2,0.0
968,6,0,78,3,0,2,6,0.0
969,6,0,79,2,0,6,4,0.0
970,6,0,80,1,0,4,3,0.0
971,6,0,81,1,0,3,7,0.0
972,6,0,82,2,0,7,2,0.0
973,6,0,83,4,0,2,7,0.0
974,6,0,84,2,0,7,2,0.0
975,6,0,85,3,0,2,6,0.0
976,6,0,86,4,0,6,6,0.0
977,6,0,87,3,0,6,3,0.0
978,6,0,88,1,0,3,7,0.0
979,6,0,89,2,0,7,2,0.0
980,6,0,90,3,0,2,6,0.0
981,6,0,91,1,0,6,7,0.0
982,6,0,92,2,0,7,2,0.0
983,6,0,93,3,0,2,6,0.0
984,6,0,94,2,0,6,4,0.0
985,6,0,95,1,0,4,3,0.0
986,6,0,96,1,0,3,7,0.0
987,6,0,97,2,0,7,2,0.0
988,6,0,98,3,0,2,6,0.0
989,6,0,99,1,0,6,7,0.0
990,6,0,100,2,0,7,2,0.0
991,6,0,101,3,0,2,6,0.0
992,6,0,102,4,0,6,6,0.0
993,6,0,103,1,0,6,7,0.0
994,6,0,104,2,0,7,2,0.0
995,6,0,105,3,0,2,6,0.0
996,6,0,106,2,0,6,4,0.0
997,6,0,107,2,0,4,7,0.0
998,6,0,108,2,0,7,2,0.0
999,6,0,109,3,0,2,6,0.0
1000,6,0,110,2,0,6,4,0.0
1001,6,0,111,3,0,4,4,0.0
1002,6,0,112,4,0,4,9,0.0
1003,6,0,113,4,0,9,7,0.0
1004,6,0,114,2,0,7,2,0.0
1005,6,0,115,3,0,2,6,0.0
1006,6,0,116,2,0,6,4,0.0
1007,6,0,117,1,0,4,3,0.0
1008,6,0,118,1,0,3,7,0.0
1009,6,0,119,2,0,7,2,0.0
1010,6,0,120,3,0,2,6,0.0
1011,6,0,121,2,0,6,4,0.0
1012,6,0,122,4,0,4,9,0.0
1013,6,0,123,3,0,9,9,0.0
1014,6,0,124,2,0,9,8,0.0
1015,6,0,125,1,0,8,3,0.0
1016,6,0,126,1,0,3,7,0.0
1017,6,0,127,2,0,7,2,0.0
1018,6,0,128,4,0,2,7,0.0
1019,6,0,129,2,0,7,2,0.0
1020,6,0,130,3,0,2,6,0.0
1021,6,0,131,2,0,6,4,0.0
1022,6,0,132,1,0,4,3,0.0
1023,6,0,133,1,0,3,7,0.0
1024,6,0,134,2,0,7,2,0.0
1025,6,0,135,3,0,2,6,0.0
1026,6,0,136,2,0,6,4,0.0
1027,6,0,137,4,0,4,9,0.0
1028,6,0,138,1,0,9,5,0.0
1029,6,0,139,1,0,5,5,0.0
1030,6,0,140,2,0,5,8,0.0
1031,6,0,141,1,0,8,3,0.0
1032,6,0,142,1,0,3,7,0.0
1033,6,0,143,2,0,7,2,0.0
1034,6,0,144,3,0,2,6,0.0
1035,6,0,145,2,0,6,4,0.0
1036,6,0,146,4,0,4,9,0.0
1037,6,0,147,1,0,9,5,0.0
1038,6,0,148,3,0,5,10,0.0
1039,6,0,149,2,0,10,11,0.0
1040,6,0,150,3,0,11,3,0.0
1041,6,0,151,1,0,3,7,0.0
1042,6,0,152,2,0,7,2,0.0
1043,6,0,153,3,0,2,6,0.0
1044,6,0,154,2,0,6,4,0.0
1045,6,0,155,4,0,4,9,0.0
1046,6,0,156,1,0,9,5,0.0
1047,6,0,157,3,0,5,10,0.0
1048,6,0,158,2,0,10,11,0.0
1049,6,0,159,1,1,11,1,0.0
1050,6,1,0,2,0,7,2,0.0
1051,6,1,1,3,0,2,6,0.0
1052,6,1,2,2,0,6,4,0.0
1053,6,1,3,4,0,4,9,0.0
1054,6,1,4,1,0,9,5,0.0
1055,6,1,5,3,0,5,10,0.0
1056,6,1,6,2,0,10,11,0.0
1057,6,1,7,1,1,11,1,0.0
1058,6,2,0,1,0,9,5,0.0
1059,6,2,1,3,0,5,10,0.0
1060,6,2,2,2,0,10,11,0.0
1061,6,2,3,1,1,11,1,0.0
1062,6,3,0,3,0,5,10,0.0
1063,6,3,1,2,0,10,11,0.0
1064,6,3,2,1,1,11,1,0.0
1065,6,4,0,1,0,3,7,0.0
1066,6,4,1,2,0,7,2,0.0
1067,6,4,2,3,0,2,6,0.0
1068,6,4,3,2,0,6,4,0.0
1069,6,4,4,4,0,4,9,0.0
1070,6,4,5,1,0,9,5,0.0
1071,6,4,6,3,0,5,10,0.0
1072,6,4,7,2,0,10,11,0.0
1073,6,4,8,1,1,11,1,0.0
1074,7,0,0,1,0,10,8,0.0
1075,7,0,1,1,0,8,3,0.0
1076,7,0,2,1,0,3,7,0.0
1077,7,0,3,1,0,7,3,0.0
1078,7,0,4,2,0,3,3,0.0
1079,7,0,5,3,0,3,2,0.0
1080,7,0,6,1,0,2,8,0.0
1081,7,0,7,2,0,8,7,0.0
1082,7,0,8,2,0,7,2,0.0
1083,7,0,9,2,0,2,2,0.0
1084,7,0,10,3,0,2,6,0.0
1085,7,0,11,1,0,6,7,0.0
1086,7,0,12,3,0,7,8,0.0
1087,7,0,13,3,0,8,2,0.0
1088,7,0,14,4,0,2,7,0.0
1089,7,0,15,4,0,7,7,0.0
1090,7,0,16,1,0,7,3,0.0
1091,7,0,17,4,0,3,8,0.0
1092,7,0,18,1,0,8,3,0.0
1093,7,0,19,3,0,3,2,0.0
1094,7,0,20,1,0,2,8,0.0
1095,7,0,21,1,0,8,3,0.0
1096,7,0,22,1,0,3,7,0.0
1097,7,0,23,2,0,7,2,0.0
1098,7,0,24,2,0,2,2,0.0
1099,7,0,25,3,0,2,6,0.0
1100,7,0,26,2,0,6,4,0.0
1101,7,0,27,1,0,4,3,0.0
1102,7,0,28,1,0,3,7,0.0
1103,7,0,29,1,0,7,3,0.0
1104,7,0,30,1,0,3,7,0.0
1105,7,0,31,2,0,7,2,0.0
1106,7,0,32,3,0,2,6,0.0
1107,7,0,33,2,0,6,4,0.0
1108,7,0,34,2,0,4,7,0.0
1109,7,0,35,2,0,7,2,0.0
1110,7,0,36,3,0,2,6,0.0
1111,7,0,37,2,0,6,4,0.0
1112,7,0,38,3,0,4,4,0.0
1113,7,0,39,4,0,4,9,0.0
1114,7,0,40,1,0,9,5,0.0
1115,7,0,41,1,0,5,5,0.0
1116,7,0,42,2,0,5,8,0.0
1117,7,0,43,1,0,8,3,0.0
1118,7,0,44,1,0,3,7,0.0
1119,7,0,45,2,0,7,2,0.0
1120,7,0,46,3,0,2,6,0.0
1121,7,0,47,2,0,6,4,0.0
1122,7,0,48,4,0,4,9,0.0
1123,7,0,49,2,0,9,8,0.0
1124,7,0,50,4,0,8,8,0.0
1125,7,0,51,3,0,8,2,0.0
1126,7,0,52,3,0,2,6,0.0
1127,7,0,53,2,0,6,4,0.0
1128,7,0,54,4,0,4,9,0.0
1129,7,0,55,3,0,9,9,0.0
1130,7,0,56,4,0,9,7,0.0
1131,7,0,57,2,0,7,2,0.0
1132,7,0,58,3,0,2,6,0.0
1133,7,0,59,3,0,6,3,0.0
1134,7,0,60,3,0,3,2,0.0
1135,7,0,61,3,0,2,6,0.0
1136,7,0,62,4,0,6,6,0.0
1137,7,0,63,2,0,6,4,0.0
1138,7,0,64,4,0,4,9,0.0
1139,7,0,65,2,0,9,8,0.0
1140,7,0,66,3,0,8,2,0.0
1141,7,0,67,3,0,2,6,0.0
1142,7,0,68,2,0,6,4,0.0
1143,7,0,69,4,0,4,9,0.0
1144,7,0,70,2,0,9,8,0.0
1145,7,0,71,3,0,8,2,0.0
1146,7,0,72,3,0,2,6,0.0
1147,7,0,73,2,0,6,4,0.0
1148,7,0,74,4,0,4,9,0.0
1149,7,0,75,1,0,9,5,0.0
1150,7,0,76,2,0,5,8,0.0
1151,7,0,77,3,0,8,2,0.0
1152,7,0,78,3,0,2,6,0.0
1153,7,0,79,2,0,6,4,0.0
1154,7,0,80,4,0,4,9,0.0
1155,7,0,81,1,0,9,5,0.0
1156,7,0,82,3,0,5,10,0.0
1157,7,0,83,2,0,10,11,0.0
1158,7,0,84,1,1,11,1,0.0
1159,7,1,0,3,0,7,8,0.0
1160,7,1,1,3,0,8,2,0.0
1161,7,1,2,3,0,2,6,0.0
1162,7,1,3,2,0,6,4,0.0
1163,7,1,4,4,0,4,9,0.0
1164,7,1,5,1,0,9,5,0.0
1165,7,1,6,3,0,5,10,0.0
1166,7,1,7,2,0,10,11,0.0
1167,7,1,8,1,1,11,1,0.0
1168,7,2,0,1,0,9,5,0.0
1169,7,2,1,3,0,5,10,0.0
1170,7,2,2,1,0,10,8,0.0
1171,7,2,3,3,0,8,2,0.0
1172,7,2,4,3,0,2,6,0.0
1173,7,2,5,2,0,6,4,0.0
1174,7,2,6,4,0,4,9,0.0
1175,7,2,7,1,0,9,5,0.0
1176,7,2,8,3,0,5,10,0.0
1177,7,2,9,2,0,10,11,0.0
1178,7,2,10,1,1,11,1,0.0
1179,7,3,0,3,0,5,10,0.0
1180,7,3,1,2,0,10,11,0.0
1181,7,3,2,1,1,11,1,0.0
1182,7,4,0,3,0,3,2,0.0
1183,7,4,1,3,0,2,6,0.0
1184,7,4,2,2,0,6,4,0.0
1185,7,4,3,4,0,4,9,0.0
1186,7,4,4,1,0,9,5,0.0
1187,7,4,5,3,0,5,10,0.0
1188,7,4,6,2,0,10,11,0.0
1189,7,4,7,1,1,11,1,0.0
1190,8,0,0,4,0,10,10,0.0
1191,8,0,1,3,0,10,7,0.0
1192,8,0,2,4,0,7,7,0.0
1193,8,0,3,3,0,7,8,0.0
1194,8,0,4,4,0,8,8,0.0
1195,8,0,5,3,0,8,2,0.0
1196,8,0,6,4,0,2,7,0.0
1197,8,0,7,3,0,7,8,0.0
1198,8,0,8,3,0,8,2,0.0
1199,8,0,9,4,0,2,7,0.0
1200,8,0,10,3,0,7,8,0.0
1201,8,0,11,3,0,8,2,0.0
1202,8,0,12,3,0,2,6,0.0
1203,8,0,13,4,0,6,6,0.0
1204,8,0,14,3,0,6,3,0.0
1205,8,0,15,4,0,3,8,0.0
1206,8,0,16,2,0,8,7,0.0
1207,8,0,17,2,0,7,2,0.0
1208,8,0,18,2,0,2,2,0.0
1209,8,0,19,3,0,2,6,0.0
1210,8,0,20,3,0,6,3,0.0
1211,8,0,21,3,0,3,2,0.0
1212,8,0,22,1,0,2,8,0.0
1213,8,0,23,1,0,8,3,0.0
1214,8,0,24,1,0,3,7,0.0
1215,8,0,25,1,0,7,3,0.0
1216,8,0,26,3,0,3,2,0.0
1217,8,0,27,1,0,2,8,0.0
1218,8,0,28,2,0,8,7,0.0
1219,8,0,29,2,0,7,2,0.0
1220,8,0,30,3,0,2,6,0.0
1221,8,0,31,4,0,6,6,0.0
1222,8,0,32,3,0,6,3,0.0
1223,8,0,33,2,0,3,3,0.0
1224,8,0,34,4,0,3,8,0.0
1225,8,0,35,3,0,8,2,0.0
1226,8,0,36,3,0,2,6,0.0
1227,8,0,37,1,0,6,7,0.0
1228,8,0,38,2,0,7,2,0.0
1229,8,0,39,4,0,2,7,0.0
1230,8,0,40,2,0,7,2,0.0
1231,8,0,41,4,0,2,7,0.0
1232,8,0,42,3,0,7,8,0.0
1233,8,0,43,1,0,8,3,0.0
1234,8,0,44,4,0,3,8,0.0
1235,8,0,45,1,0,8,3,0.0
1236,8,0,46,4,0,3,8,0.0
1237,8,0,47,2,0,8,7,0.0
1238,8,0,48,3,0,7,8,0.0
1239,8,0,49,2,0,8,7,0.0
1240,8,0,50,1,0,7,3,0.0
1241,8,0,51,2,0,3,3,0.0
1242,8,0,52,4,0,3,8,0.0
1243,8,0,53,3,0,8,2,0.0
1244,8,0,54,4,0,2,7,0.0
1245,8,0,55,1,0,7,3,0.0
1246,8,0,56,1,0,3,7,0.0
1247,8,0,57,3,0,7,8,0.0
1248,8,0,58,2,0,8,7,0.0
1249,8,0,59,3,0,7,8,0.0
1250,8,0,60,3,0,8,2,0.0
1251,8,0,61,3,0,2,6,0.0
1252,8,0,62,4,0,6,6,0.0
1253,8,0,63,2,0,6,4,0.0
1254,8,0,64,4,0,4,9,0.0
1255,8,0,65,4,0,9,7,0.0
1256,8,0,66,2,0,7,2,0.0
1257,8,0,67,4,0,2,7,0.0
1258,8,0,68,2,0,7,2,0.0
1259,8,0,69,3,0,2,6,0.0
1260,8,0,70,4,0,6,6,0.0
1261,8,0,71,2,0,6,4,0.0
1262,8,0,72,4,0,4,9,0.0
1263,8,0,73,4,0,9,7,0.0
1264,8,0,74,3,0,7,8,0.0
1265,8,0,75,2,0,8,7,0.0
1266,8,0,76,1,0,7,3,0.0
1267,8,0,77,1,0,3,7,0.0
1268,8,0,78,3,0,7,8,0.0
1269,8,0,79,3,0,8,2,0.0
1270,8,0,80,3,0,2,6,0.0
1271,8,0,81,4,0,6,6,0.0
1272,8,0,82,3,0,6,3,0.0
1273,8,0,83,1,0,3,7,0.0
1274,8,0,84,3,0,7,8,0.0
1275,8,0,85,3,0,8,2,0.0
1276,8,0,86,2,0,2,2,0.0
1277,8,0,87,3,0,2,6,0.0
1278,8,0,88,4,0,6,6,0.0
1279,8,0,89,3,0,6,3,0.0
1280,8,0,90,1,0,3,7,0.0
1281,8,0,91,3,0,7,8,0.0
1282,8,0,92,3,0,8,2,0.0
1283,8,0,93,3,0,2,6,0.0
1284,8,0,94,2,0,6,4,0.0
1285,8,0,95,2,0,4,7,0.0
1286,8,0,96,3,0,7,8,0.0
1287,8,0,97,3,0,8,2,0.0
1288,8,0,98,3,0,2,6,0.0
1289,8,0,99,2,0,6,4,0.0
1290,8,0,100,3,0,4,4,0.0
1291,8,0,101,1,0,4,3,0.0
1292,8,0,102,1,0,3,7,0.0
1293,8,0,103,3,0,7,8,0.0
1294,8,0,104,3,0,8,2,0.0
1295,8,0,105,3,0,2,6,0.0
1296,8,0,106,2,0,6,4,0.0
1297,8,0,107,4,0,4,9,0.0
1298,8,0,108,3,0,9,9,0.0
1299,8,0,109,2,0,9,8,0.0
1300,8,0,110,3,0,8,2,0.0
1301,8,0,111,3,0,2,6,0.0
1302,8,0,112,2,0,6,4,0.0
1303,8,0,113,4,0,4,9,0.0
1304,8,0,114,1,0,9,5,0.0
1305,8,0,115,4,0,5,3,0.0
1306,8,0,116,3,0,3,2,0.0
1307,8,0,117,3,0,2,6,0.0
1308,8,0,118,2,0,6,4,0.0
1309,8,0,119,4,0,4,9,0.0
1310,8,0,120,1,0,9,5,0.0
1311,8,0,121,3,0,5,10,0.0
1312,8,0,122,4,0,10,10,0.0
1313,8,0,123,3,0,10,7,0.0
1314,8,0,124,3,0,7,8,0.0
1315,8,0,125,3,0,8,2,0.0
1316,8,0,126,3,0,2,6,0.0
1317,8,0,127,2,0,6,4,0.0
1318,8,0,128,1,0,4,3,0.0
1319,8,0,129,1,0,3,7,0.0
1320,8,0,130,3,0,7,8,0.0
1321,8,0,131,3,0,8,2,0.0
1322,8,0,132,3,0,2,6,0.0
1323,8,0,133,2,0,6,4,0.0
1324,8,0,134,4,0,4,9,0.0
1325,8,0,135,1,0,9,5,0.0
1326,8,0,136,3,0,5,10,0.0
1327,8,0,137,2,0,10,11,0.0
1328,8,0,138,4,0,11,11,0.0
1329,8,0,139,3,0,11,3,0.0
1330,8,0,140,2,0,3,3,0.0
1331,8,0,141,3,0,3,2,0.0
1332,8,0,142,3,0,2,6,0.0
1333,8,0,143,2,0,6,4,0.0
1334,8,0,144,4,0,4,9,0.0
1335,8,0,145,1,0,9,5,0.0
1336,8,0,146,3,0,5,10,0.0
1337,8,0,147,1,0,10,8,0.0
1338,8,0,148,2,0,8,7,0.0
1339,8,0,149,3,0,7,8,0.0
1340,8,0,150,1,0,8,3,0.0
1341,8,0,151,3,0,3,2,0.0
1342,8,0,152,2,0,2,2,0.0
1343,8,0,153,3,0,2,6,0.0
1344,8,0,154,2,0,6,4,0.0
1345,8,0,155,4,0,4,9,0.0
1346,8,0,156,1,0,9,5,0.0
1347,8,0,157,1,0,5,5,0.0
1348,8,0,158,2,0,5,8,0.0
1349,8,0,159,2,0,8,7,0.0
1350,8,0,160,1,0,7,3,0.0
1351,8,0,161,3,0,3,2,0.0
1352,8,0,162,2,0,2,2,0.0
1353,8,0,163,3,0,2,6,0.0
1354,8,0,164,2,0,6,4,0.0
1355,8,0,165,4,0,4,9,0.0
1356,8,0,166,1,0,9,5,0.0
1357,8,0,167,3,0,5,10,0.0
1358,8,0,168,2,0,10,11,0.0
1359,8,0,169,2,0,11,7,0.0
1360,8,0,170,1,0,7,3,0.0
1361,8,0,171,3,0,3,2,0.0
1362,8,0,172,3,0,2,6,0.0
1363,8,0,173,2,0,6,4,0.0
1364,8,0,174,4,0,4,9,0.0
1365,8,0,175,1,0,9,5,0.0
1366,8,0,176,3,0,5,10,0.0
1367,8,0,177,3,0,10,7,0.0
1368,8,0,178,1,0,7,3,0.0
1369,8,0,179,3,0,3,2,0.0
1370,8,0,180,3,0,2,6,0.0
1371,8,0,181,2,0,6,4,0.0
1372,8,0,182,4,0,4,9,0.0
1373,8,0,183,1,0,9,5,0.0
1374,8,0,184,3,0,5,10,0.0
1375,8,0,185,2,0,10,11,0.0
