participant,task,subtask,trial,choice,reward,condition,trial_within_subtask,function
1,8,0,2,4,8.83243102,noncompositional,2.0,negeven
1,8,0,3,1,8.58986256,noncompositional,3.0,negeven
1,8,0,4,0,12.01420099,noncompositional,4.0,negeven
1,9,0,0,4,10.57156504,noncompositional,0.0,negeven
1,9,0,1,2,10.65776381,noncompositional,1.0,negeven
1,9,0,2,0,11.9408225,noncompositional,2.0,negeven
1,9,0,3,5,5.17482128,noncompositional,3.0,negeven
1,9,0,4,1,5.93439794,noncompositional,4.0,negeven
1,10,0,0,4,6.1217902,noncompositional,0.0,negodd
1,10,0,1,2,7.25179325,noncompositional,1.0,negodd
1,10,0,2,3,10.63043407,noncompositional,2.0,negodd
1,10,0,3,5,11.03917792,noncompositional,3.0,negodd
1,10,0,4,0,8.24578921,noncompositional,4.0,negodd
1,11,0,0,4,10.68047139,noncompositional,0.0,poseven
1,11,0,1,2,10.86607551,noncompositional,1.0,poseven
1,11,0,2,5,10.65493047,noncompositional,2.0,poseven
1,11,0,3,0,9.42386072,noncompositional,3.0,poseven
1,11,0,4,4,10.71148572,noncompositional,4.0,poseven
1,12,0,0,4,5.22433022,noncompositional,0.0,negodd
1,12,0,1,2,6.14695215,noncompositional,1.0,negodd
1,12,0,2,5,6.95795092,noncompositional,2.0,negodd
1,12,0,3,2,6.26467156,noncompositional,3.0,negodd
1,12,0,4,0,7.47939873,noncompositional,4.0,negodd
1,13,0,0,4,9.1263684,noncompositional,0.0,negeven
1,13,0,1,2,9.91572423,noncompositional,1.0,negeven
1,13,0,2,1,5.85711925,noncompositional,2.0,negeven
1,13,0,3,5,2.37413343,noncompositional,3.0,negeven
1,13,0,4,0,12.01794518,noncompositional,4.0,negeven
1,14,0,0,4,15.99337209,noncompositional,0.0,poseven
1,14,0,1,2,13.40478569,noncompositional,1.0,poseven
1,14,0,2,0,12.37257156,noncompositional,2.0,poseven
1,14,0,3,1,6.48112203,noncompositional,3.0,poseven
1,14,0,4,5,11.30218668,noncompositional,4.0,poseven
1,15,0,0,4,4.80462077,noncompositional,0.0,negodd
1,15,0,1,2,7.4516069,noncompositional,1.0,negodd
1,15,0,2,1,11.24324373,noncompositional,2.0,negodd
1,15,0,3,0,9.84784266,noncompositional,3.0,negodd
1,15,0,4,5,8.60407013,noncompositional,4.0,negodd
1,16,0,0,4,7.11239162,noncompositional,0.0,posodd
1,16,0,1,2,4.21074391,noncompositional,1.0,posodd
1,16,0,2,3,12.43249933,noncompositional,2.0,posodd
1,16,0,3,5,13.62625814,noncompositional,3.0,posodd
1,16,0,4,0,3.00721777,noncompositional,4.0,posodd
1,17,0,0,4,8.49610861,noncompositional,0.0,negeven
1,17,0,1,2,9.79465874,noncompositional,1.0,negeven
1,17,0,2,3,3.23561938,noncompositional,2.0,negeven
1,17,0,3,5,0.83108517,noncompositional,3.0,negeven
1,17,0,4,0,11.90154147,noncompositional,4.0,negeven
1,18,0,0,4,5.44859878,noncompositional,0.0,negodd
1,18,0,1,2,7.2157397,noncompositional,1.0,negodd
1,18,0,2,0,6.96941771,noncompositional,2.0,negodd
1,18,0,3,1,10.23134677,noncompositional,3.0,negodd
1,18,0,4,2,7.22797195,noncompositional,4.0,negodd
1,19,0,0,4,11.9746924,noncompositional,0.0,poseven
1,19,0,1,2,10.47232441,noncompositional,1.0,poseven
1,19,0,2,3,3.53863446,noncompositional,2.0,poseven
1,19,0,3,0,8.4179406,noncompositional,3.0,poseven
1,19,0,4,5,5.86954645,noncompositional,4.0,poseven
2,0,0,0,0,3.53978224,noncompositional,0.0,posodd
2,0,0,1,1,11.64980168,noncompositional,1.0,posodd
2,0,0,2,2,6.01501484,noncompositional,2.0,posodd
2,0,0,3,3,12.46772677,noncompositional,3.0,posodd
2,0,0,4,4,6.92025605,noncompositional,4.0,posodd
2,1,0,0,0,8.83922826,noncompositional,0.0,negodd
2,1,0,1,1,12.9266496,noncompositional,1.0,negodd
2,1,0,2,2,7.36862181,noncompositional,2.0,negodd
2,1,0,3,0,8.81418877,noncompositional,3.0,negodd
2,1,0,4,4,5.78413043,noncompositional,4.0,negodd
2,2,0,0,5,6.06079784,noncompositional,0.0,poseven
2,2,0,1,4,13.03442289,noncompositional,1.0,poseven
2,2,0,2,3,4.49300304,noncompositional,2.0,poseven
2,2,0,3,0,8.82949012,noncompositional,3.0,poseven
2,2,0,4,1,3.85310214,noncompositional,4.0,poseven
2,3,0,0,5,11.96006849,noncompositional,0.0,posodd
2,3,0,1,4,6.53779221,noncompositional,1.0,posodd
2,3,0,2,5,12.05713603,noncompositional,2.0,posodd
2,3,0,3,5,12.11351691,noncompositional,3.0,posodd
2,3,0,4,5,11.98308361,noncompositional,4.0,posodd
2,4,0,0,0,16.93764828,noncompositional,0.0,negeven
2,4,0,1,0,17.1802844,noncompositional,1.0,negeven
2,4,0,2,0,16.94967548,noncompositional,2.0,negeven
2,4,0,3,0,17.07034413,noncompositional,3.0,negeven
2,4,0,4,0,16.9065448,noncompositional,4.0,negeven
2,5,0,0,5,10.68874892,noncompositional,0.0,posodd
2,5,0,1,4,6.41516823,noncompositional,1.0,posodd
2,5,0,2,0,4.9031148,noncompositional,2.0,posodd
2,5,0,3,2,8.00773002,noncompositional,3.0,posodd
2,5,0,4,3,10.435721,noncompositional,4.0,posodd
2,6,0,0,5,6.63336865,noncompositional,0.0,poseven
2,6,0,1,0,5.93696183,noncompositional,1.0,poseven
2,6,0,2,3,4.73396692,noncompositional,2.0,poseven
2,6,0,3,1,3.80801295,noncompositional,3.0,poseven
2,6,0,4,4,9.27730583,noncompositional,4.0,poseven
2,7,0,0,0,9.03558988,noncompositional,0.0,posodd
2,7,0,1,5,17.02816752,noncompositional,1.0,posodd
2,7,0,2,5,17.06928036,noncompositional,2.0,posodd
2,7,0,3,5,17.09722218,noncompositional,3.0,posodd
2,7,0,4,5,16.99386523,noncompositional,4.0,posodd
2,8,0,0,5,9.19207812,noncompositional,0.0,negeven
2,8,0,1,4,13.3327993,noncompositional,1.0,negeven
2,8,0,2,3,9.72708204,noncompositional,2.0,negeven
2,8,0,3,4,13.52130698,noncompositional,3.0,negeven
2,8,0,4,4,13.28010135,noncompositional,4.0,negeven
2,9,0,0,0,11.53654552,noncompositional,0.0,negeven
2,9,0,1,1,8.22190823,noncompositional,1.0,negeven
2,9,0,2,5,4.82275376,noncompositional,2.0,negeven
2,9,0,3,0,11.65359293,noncompositional,3.0,negeven
2,9,0,4,0,11.76361534,noncompositional,4.0,negeven
2,10,0,0,0,10.13207258,noncompositional,0.0,negodd
2,10,0,1,5,7.2363753,noncompositional,1.0,negodd
2,10,0,2,1,10.28353218,noncompositional,2.0,negodd
2,10,0,3,2,7.07471075,noncompositional,3.0,negodd
2,10,0,4,1,10.30116377,noncompositional,4.0,negodd
2,11,0,0,5,5.41953378,noncompositional,0.0,negeven
2,11,0,1,4,9.91527738,noncompositional,1.0,negeven
2,11,0,2,3,7.3113501,noncompositional,2.0,negeven
2,11,0,3,1,10.12029377,noncompositional,3.0,negeven
2,11,0,4,1,9.95801009,noncompositional,4.0,negeven
2,12,0,0,5,7.52741947,noncompositional,0.0,negodd
2,12,0,1,4,5.07066469,noncompositional,1.0,negodd
2,12,0,2,1,11.03432346,noncompositional,2.0,negodd
2,12,0,3,2,8.42019589,noncompositional,3.0,negodd
2,12,0,4,1,11.27641188,noncompositional,4.0,negodd
2,13,0,0,0,6.56134396,noncompositional,0.0,negodd
2,13,0,1,5,5.92518709,noncompositional,1.0,negodd
2,13,0,2,2,4.24254652,noncompositional,2.0,negodd
2,13,0,3,3,7.03528429,noncompositional,3.0,negodd
2,13,0,4,4,3.56042267,noncompositional,4.0,negodd
2,14,0,0,0,6.5657668,noncompositional,0.0,poseven
2,14,0,1,1,3.30776385,noncompositional,1.0,poseven
2,14,0,2,5,6.94711117,noncompositional,2.0,poseven
2,14,0,3,5,7.10816921,noncompositional,3.0,poseven
2,14,0,4,5,6.88110378,noncompositional,4.0,poseven
2,15,0,0,5,10.62959434,noncompositional,0.0,poseven
2,15,0,1,4,12.45328971,noncompositional,1.0,poseven
2,15,0,2,3,7.49019673,noncompositional,2.0,poseven
2,15,0,3,4,12.45165876,noncompositional,3.0,poseven
2,15,0,4,4,12.76861732,noncompositional,4.0,poseven
2,16,0,0,0,10.98802921,noncompositional,0.0,posodd
2,16,0,1,1,18.02124735,noncompositional,1.0,posodd
2,16,0,2,1,17.92972262,noncompositional,2.0,posodd
2,16,0,3,1,17.99613424,noncompositional,3.0,posodd
2,16,0,4,1,17.95000238,noncompositional,4.0,posodd
2,17,0,0,5,10.15679681,noncompositional,0.0,negodd
2,17,0,1,4,5.36034938,noncompositional,1.0,negodd
2,17,0,2,1,14.33643274,noncompositional,2.0,negodd
2,17,0,3,1,14.43871628,noncompositional,3.0,negodd
2,17,0,4,1,14.3612659,noncompositional,4.0,negodd
2,18,0,0,3,8.81640269,noncompositional,0.0,poseven
2,18,0,1,2,14.24510101,noncompositional,1.0,poseven
2,18,0,2,1,5.7071868,noncompositional,2.0,poseven
2,18,0,3,2,14.24541259,noncompositional,3.0,poseven
2,18,0,4,2,14.50587576,noncompositional,4.0,poseven
2,19,0,0,5,1.94363795,noncompositional,0.0,negeven
2,19,0,1,3,4.5495756,noncompositional,1.0,negeven
2,19,0,2,2,9.63313779,noncompositional,2.0,negeven
2,19,0,3,0,10.73947637,noncompositional,3.0,negeven
2,19,0,4,0,10.94402652,noncompositional,4.0,negeven
3,0,0,0,0,0.65119535,noncompositional,0.0,posodd
3,0,0,1,0,0.84250529,noncompositional,1.0,posodd
3,0,0,2,5,10.0410156,noncompositional,2.0,posodd
3,0,0,3,5,10.17089068,noncompositional,3.0,posodd
3,0,0,4,5,9.89763431,noncompositional,4.0,posodd
3,1,0,0,0,17.80658965,noncompositional,0.0,negeven
3,1,0,1,0,17.89430772,noncompositional,1.0,negeven
3,1,0,2,0,17.87394769,noncompositional,2.0,negeven
3,1,0,3,0,17.9715361,noncompositional,3.0,negeven
3,1,0,4,0,17.89312701,noncompositional,4.0,negeven
3,2,0,0,0,12.50465865,noncompositional,0.0,negeven
3,2,0,1,5,3.57549684,noncompositional,1.0,negeven
3,2,0,2,0,12.49313989,noncompositional,2.0,negeven
3,2,0,3,0,12.45199335,noncompositional,3.0,negeven
3,2,0,4,2,10.62297454,noncompositional,4.0,negeven
3,3,0,0,0,6.68165865,noncompositional,0.0,posodd
3,3,0,1,5,12.3242041,noncompositional,1.0,posodd
3,3,0,2,3,12.32287797,noncompositional,2.0,posodd
3,3,0,3,2,7.38085759,noncompositional,3.0,posodd
3,3,0,4,1,10.31131778,noncompositional,4.0,posodd
3,4,0,0,0,14.49800883,noncompositional,0.0,poseven
3,4,0,1,0,14.50503604,noncompositional,1.0,poseven
3,4,0,2,0,14.40504504,noncompositional,2.0,poseven
3,4,0,3,0,14.53230334,noncompositional,3.0,poseven
3,4,0,4,0,14.36036455,noncompositional,4.0,poseven
3,5,0,0,0,10.52095129,noncompositional,0.0,negodd
3,5,0,1,5,10.51904431,noncompositional,1.0,negodd
3,5,0,2,1,13.10896734,noncompositional,2.0,negodd
3,5,0,3,2,8.12568974,noncompositional,3.0,negodd
3,5,0,4,4,6.79347268,noncompositional,4.0,negodd
3,6,0,0,0,7.60630208,noncompositional,0.0,posodd
3,6,0,1,5,15.89755618,noncompositional,1.0,posodd
3,6,0,2,5,15.84615407,noncompositional,2.0,posodd
3,6,0,3,5,15.95342301,noncompositional,3.0,posodd
3,6,0,4,5,16.02049148,noncompositional,4.0,posodd
3,7,0,0,5,14.61435975,noncompositional,0.0,posodd
3,7,0,1,0,3.56273974,noncompositional,1.0,posodd
3,7,0,2,5,14.53957669,noncompositional,2.0,posodd
3,7,0,3,5,14.54832755,noncompositional,3.0,posodd
3,7,0,4,5,14.60631308,noncompositional,4.0,posodd
3,8,0,0,5,7.04900349,noncompositional,0.0,negeven
3,8,0,1,0,13.81286914,noncompositional,1.0,negeven
3,8,0,2,0,13.93894196,noncompositional,2.0,negeven
3,8,0,3,0,13.72499956,noncompositional,3.0,negeven
3,8,0,4,0,13.77434952,noncompositional,4.0,negeven
3,9,0,0,0,9.71463914,noncompositional,0.0,negodd
3,9,0,1,5,10.18409058,noncompositional,1.0,negodd
3,9,0,2,2,7.50169327,noncompositional,2.0,negodd
3,9,0,3,3,11.56458034,noncompositional,3.0,negodd
3,9,0,4,4,7.84242378,noncompositional,4.0,negodd
3,10,0,0,0,8.08769299,noncompositional,0.0,negodd
3,10,0,1,5,10.85379237,noncompositional,1.0,negodd
3,10,0,2,4,5.57300926,noncompositional,2.0,negodd
3,10,0,3,5,10.97485303,noncompositional,3.0,negodd
3,10,0,4,5,10.91996212,noncompositional,4.0,negodd
3,11,0,0,0,9.66978578,noncompositional,0.0,negodd
3,11,0,1,0,9.35017307,noncompositional,1.0,negodd
3,11,0,2,5,10.26174721,noncompositional,2.0,negodd
3,11,0,3,1,14.39400796,noncompositional,3.0,negodd
3,11,0,4,1,14.46889321,noncompositional,4.0,negodd
3,12,0,0,0,4.49718942,noncompositional,0.0,poseven
3,12,0,1,5,7.61227028,noncompositional,1.0,poseven
3,12,0,2,1,3.39843237,noncompositional,2.0,poseven
3,12,0,3,2,6.93458002,noncompositional,3.0,poseven
3,12,0,4,3,4.80915575,noncompositional,4.0,poseven
3,13,0,0,0,20.44044629,noncompositional,0.0,negeven
3,13,0,1,0,20.6016981,noncompositional,1.0,negeven
3,13,0,2,0,20.50621976,noncompositional,2.0,negeven
3,13,0,3,0,20.47704542,noncompositional,3.0,negeven
3,13,0,4,0,20.68870977,noncompositional,4.0,negeven
3,14,0,0,0,14.13469984,noncompositional,0.0,poseven
3,14,0,1,0,14.16273507,noncompositional,1.0,poseven
3,14,0,2,0,13.98176385,noncompositional,2.0,poseven
3,14,0,3,0,14.20148406,noncompositional,3.0,poseven
3,14,0,4,0,14.21293538,noncompositional,4.0,poseven
3,15,0,0,0,11.08496364,noncompositional,0.0,poseven
3,15,0,1,0,10.95469343,noncompositional,1.0,poseven
3,15,0,2,5,10.34034097,noncompositional,2.0,poseven
3,15,0,3,1,7.79540653,noncompositional,3.0,poseven
3,15,0,4,0,11.20627361,noncompositional,4.0,poseven
3,16,0,0,0,11.22971768,noncompositional,0.0,negodd
3,16,0,1,2,11.76817352,noncompositional,1.0,negodd
3,16,0,2,4,10.05926033,noncompositional,2.0,negodd
3,16,0,3,0,11.20021407,noncompositional,3.0,negodd
3,16,0,4,4,10.19564409,noncompositional,4.0,negodd
3,17,0,0,0,14.10170123,noncompositional,0.0,negeven
3,17,0,1,0,13.97895678,noncompositional,1.0,negeven
3,17,0,2,0,14.11385342,noncompositional,2.0,negeven
3,17,0,3,0,14.03825826,noncompositional,3.0,negeven
3,17,0,4,0,14.25995347,noncompositional,4.0,negeven
3,18,0,0,0,12.59645736,noncompositional,0.0,poseven
3,18,0,1,2,13.48397626,noncompositional,1.0,poseven
3,18,0,2,4,15.34563594,noncompositional,2.0,poseven
3,18,0,3,5,10.06420255,noncompositional,3.0,poseven
3,18,0,4,4,15.36895415,noncompositional,4.0,poseven
3,19,0,0,0,3.62107086,noncompositional,0.0,posodd
3,19,0,1,5,9.22174674,noncompositional,1.0,posodd
3,19,0,2,1,7.76832053,noncompositional,2.0,posodd
3,19,0,3,4,3.69477246,noncompositional,3.0,posodd
3,19,0,4,3,9.15964435,noncompositional,4.0,posodd
4,0,0,0,0,3.21943116,noncompositional,0.0,posodd
4,0,0,1,2,4.64489209,noncompositional,1.0,posodd
4,0,0,2,4,5.3376072,noncompositional,2.0,posodd
4,0,0,3,0,3.18412635,noncompositional,3.0,posodd
4,0,0,4,4,5.15159191,noncompositional,4.0,posodd
4,1,0,0,1,4.31395594,noncompositional,0.0,negeven
4,1,0,1,5,2.33386242,noncompositional,1.0,negeven
4,1,0,2,1,4.12894207,noncompositional,2.0,negeven
4,1,0,3,5,2.50579466,noncompositional,3.0,negeven
4,1,0,4,1,4.30059842,noncompositional,4.0,negeven
4,2,0,0,0,12.67427081,noncompositional,0.0,poseven
4,2,0,1,4,14.16930988,noncompositional,1.0,poseven
4,2,0,2,0,12.65031991,noncompositional,2.0,poseven
4,2,0,3,4,14.29428859,noncompositional,3.0,poseven
4,2,0,4,0,12.70247478,noncompositional,4.0,poseven
4,3,0,0,0,7.58484781,noncompositional,0.0,poseven
4,3,0,1,4,10.49431036,noncompositional,1.0,poseven
4,3,0,2,0,7.74381156,noncompositional,2.0,poseven
4,3,0,3,4,10.69504942,noncompositional,3.0,poseven
4,3,0,4,0,7.43950146,noncompositional,4.0,poseven
4,4,0,0,0,10.26089868,noncompositional,0.0,poseven
4,4,0,1,4,13.81515589,noncompositional,1.0,poseven
4,4,0,2,0,10.27129679,noncompositional,2.0,poseven
4,4,0,3,4,13.92743568,noncompositional,3.0,poseven
4,4,0,4,0,10.13705062,noncompositional,4.0,poseven
4,5,0,0,0,6.91872418,noncompositional,0.0,negodd
4,5,0,1,4,4.87319482,noncompositional,1.0,negodd
4,5,0,2,0,7.10674758,noncompositional,2.0,negodd
4,5,0,3,4,4.79789287,noncompositional,3.0,negodd
4,5,0,4,1,11.86280509,noncompositional,4.0,negodd
4,6,0,0,1,9.49879905,noncompositional,0.0,posodd
4,6,0,1,5,12.42162306,noncompositional,1.0,posodd
4,6,0,2,1,9.18665634,noncompositional,2.0,posodd
4,6,0,3,5,12.14492292,noncompositional,3.0,posodd
4,6,0,4,1,9.25698821,noncompositional,4.0,posodd
4,7,0,0,1,19.98442589,noncompositional,0.0,negodd
4,7,0,1,5,14.61788049,noncompositional,1.0,negodd
4,7,0,2,1,19.6367409,noncompositional,2.0,negodd
4,7,0,3,5,14.7128995,noncompositional,3.0,negodd
4,7,0,4,1,19.77546579,noncompositional,4.0,negodd
4,8,0,0,0,7.55031146,noncompositional,0.0,posodd
4,8,0,1,4,7.71617814,noncompositional,1.0,posodd
4,8,0,2,1,10.81101156,noncompositional,2.0,posodd
4,8,0,3,5,13.64681622,noncompositional,3.0,posodd
4,8,0,4,1,10.94316962,noncompositional,4.0,posodd
4,9,0,0,1,6.57614575,noncompositional,0.0,posodd
4,9,0,1,5,9.52445594,noncompositional,1.0,posodd
4,9,0,2,1,6.89819233,noncompositional,2.0,posodd
4,9,0,3,4,3.9019299,noncompositional,3.0,posodd
4,9,0,4,1,6.75681535,noncompositional,4.0,posodd
4,10,0,0,0,16.30907144,noncompositional,0.0,negeven
4,10,0,1,0,16.33190302,noncompositional,1.0,negeven
4,10,0,2,0,16.40080053,noncompositional,2.0,negeven
4,10,0,3,2,15.06632991,noncompositional,3.0,negeven
4,10,0,4,1,8.68802446,noncompositional,4.0,negeven
4,11,0,0,1,7.54709742,noncompositional,0.0,poseven
4,11,0,1,5,8.5724398,noncompositional,1.0,poseven
4,11,0,2,1,7.57244674,noncompositional,2.0,poseven
4,11,0,3,5,8.55632175,noncompositional,3.0,poseven
4,11,0,4,1,7.76049632,noncompositional,4.0,poseven
4,12,0,0,0,13.13703916,noncompositional,0.0,negodd
4,12,0,1,4,10.19574475,noncompositional,1.0,negodd
4,12,0,2,0,13.23798467,noncompositional,2.0,negodd
4,12,0,3,4,10.48448893,noncompositional,3.0,negodd
