participant,task,subtask,trial,choice,reward,condition,trial_within_subtask,function
9,11,0,0,0,1.40046541,noncompositional,0.0,poseven
9,11,0,1,5,3.90971267,noncompositional,1.0,poseven
9,11,0,2,4,11.13032993,noncompositional,2.0,poseven
9,11,0,3,3,4.68915414,noncompositional,3.0,poseven
9,11,0,4,2,2.86345464,noncompositional,4.0,poseven
9,12,0,0,0,9.30202209,noncompositional,0.0,negodd
9,12,0,1,5,3.82364315,noncompositional,1.0,negodd
9,12,0,2,1,7.15197062,noncompositional,2.0,negodd
9,12,0,3,2,7.20755255,noncompositional,3.0,negodd
9,12,0,4,3,3.56037537,noncompositional,4.0,negodd
9,13,0,0,0,4.61241823,noncompositional,0.0,negeven
9,13,0,1,5,0.44064681,noncompositional,1.0,negeven
9,13,0,2,1,5.11445657,noncompositional,2.0,negeven
9,13,0,3,2,4.08122402,noncompositional,3.0,negeven
9,13,0,4,3,1.76301397,noncompositional,4.0,negeven
9,14,0,0,0,1.23964099,noncompositional,0.0,poseven
9,14,0,1,5,0.78737498,noncompositional,1.0,poseven
9,14,0,2,2,1.94349401,noncompositional,2.0,poseven
9,14,0,3,3,0.37202894,noncompositional,3.0,poseven
9,14,0,4,0,1.13679023,noncompositional,4.0,poseven
9,15,0,0,0,7.06372205,noncompositional,0.0,negeven
9,15,0,1,5,1.3152219,noncompositional,1.0,negeven
9,15,0,2,2,6.16633925,noncompositional,2.0,negeven
9,15,0,3,3,1.06083111,noncompositional,3.0,negeven
9,15,0,4,4,4.25017359,noncompositional,4.0,negeven
9,16,0,0,0,3.57356968,noncompositional,0.0,poseven
9,16,0,1,5,1.45948413,noncompositional,1.0,poseven
9,16,0,2,1,5.28302117,noncompositional,2.0,poseven
9,16,0,3,2,5.38668792,noncompositional,3.0,poseven
9,16,0,4,3,1.56466634,noncompositional,4.0,poseven
9,17,0,0,0,5.5562431,noncompositional,0.0,posodd
9,17,0,1,5,6.727155,noncompositional,1.0,posodd
9,17,0,2,4,0.77801228,noncompositional,2.0,posodd
9,17,0,3,2,5.69181311,noncompositional,3.0,posodd
9,17,0,4,3,6.3237095,noncompositional,4.0,posodd
9,18,0,0,0,6.94296297,noncompositional,0.0,negeven
9,18,0,1,1,6.59653404,noncompositional,1.0,negeven
9,18,0,2,2,5.56894116,noncompositional,2.0,negeven
9,18,0,3,3,2.48704048,noncompositional,3.0,negeven
9,18,0,4,4,9.99985785,noncompositional,4.0,negeven
9,19,0,0,0,8.75954791,noncompositional,0.0,negodd
9,19,0,1,5,4.5386807,noncompositional,1.0,negodd
9,19,0,2,1,9.20421212,noncompositional,2.0,negodd
9,19,0,3,2,6.96746676,noncompositional,3.0,negodd
9,19,0,4,4,1.18267913,noncompositional,4.0,negodd
10,0,0,0,1,2.78966964,noncompositional,0.0,evenneg
10,0,0,1,1,2.84727651,noncompositional,1.0,evenneg
10,0,0,2,3,2.29235584,noncompositional,2.0,evenneg
10,0,0,3,5,0.93507236,noncompositional,3.0,evenneg
10,0,0,4,0,8.8708682,noncompositional,4.0,evenneg
10,1,0,0,0,0.0,noncompositional,0.0,oddpos
10,1,0,1,5,5.35662448,noncompositional,1.0,oddpos
10,1,0,2,4,5.69664733,noncompositional,2.0,oddpos
10,1,0,3,3,3.58720714,noncompositional,3.0,oddpos
10,1,0,4,4,5.53642666,noncompositional,4.0,oddpos
10,2,0,0,1,3.18623353,noncompositional,0.0,evenneg
10,2,0,1,2,7.28098143,noncompositional,1.0,evenneg
10,2,0,2,3,5.02990433,noncompositional,2.0,evenneg
10,2,0,3,2,7.13839499,noncompositional,3.0,evenneg
10,2,0,4,2,7.34134041,noncompositional,4.0,evenneg
10,3,0,0,5,6.25585752,noncompositional,0.0,evenpos
10,3,0,1,4,6.02651787,noncompositional,1.0,evenpos
10,3,0,2,0,6.04351443,noncompositional,2.0,evenpos
10,3,0,3,1,2.12396499,noncompositional,3.0,evenpos
10,3,0,4,5,6.32026198,noncompositional,4.0,evenpos
10,4,0,0,5,5.65382205,noncompositional,0.0,oddpos
10,4,0,1,0,1.25395398,noncompositional,1.0,oddpos
10,4,0,2,5,5.53448204,noncompositional,2.0,oddpos
10,4,0,3,4,4.10231253,noncompositional,3.0,oddpos
10,4,0,4,5,5.53490364,noncompositional,4.0,oddpos
10,5,0,0,1,2.67964805,noncompositional,0.0,evenpos
10,5,0,1,2,9.04839738,noncompositional,1.0,evenpos
10,5,0,2,3,6.51512756,noncompositional,2.0,evenpos
10,5,0,3,2,8.95428481,noncompositional,3.0,evenpos
10,5,0,4,2,9.18809385,noncompositional,4.0,evenpos
10,6,0,0,4,2.00923328,noncompositional,0.0,oddneg
10,6,0,1,1,5.64167431,noncompositional,1.0,oddneg
10,6,0,2,0,0.8182741,noncompositional,2.0,oddneg
10,6,0,3,1,5.8244907,noncompositional,3.0,oddneg
10,6,0,4,1,6.00825319,noncompositional,4.0,oddneg
10,7,0,0,2,7.7458217,noncompositional,0.0,evenpos
10,7,0,1,3,7.01653436,noncompositional,1.0,evenpos
10,7,0,2,2,7.9393669,noncompositional,2.0,evenpos
10,7,0,3,2,7.83963224,noncompositional,3.0,evenpos
10,7,0,4,2,7.82060001,noncompositional,4.0,evenpos
10,8,0,0,5,9.4786871,noncompositional,0.0,oddpos
10,8,0,1,5,9.51397509,noncompositional,1.0,oddpos
10,8,0,2,5,9.54417607,noncompositional,2.0,oddpos
10,8,0,3,5,9.41188151,noncompositional,3.0,oddpos
10,8,0,4,5,9.67120539,noncompositional,4.0,oddpos
10,9,0,0,0,6.46230016,noncompositional,0.0,evenneg
10,9,0,1,5,1.41268248,noncompositional,1.0,evenneg
10,9,0,2,0,6.61910077,noncompositional,2.0,evenneg
10,9,0,3,0,6.67922632,noncompositional,3.0,evenneg
10,9,0,4,0,6.5883706,noncompositional,4.0,evenneg
10,10,0,0,2,8.20193715,noncompositional,0.0,evenpos
10,10,0,1,3,6.69474289,noncompositional,1.0,evenpos
10,10,0,2,2,8.22220466,noncompositional,2.0,evenpos
10,10,0,3,2,8.1993862,noncompositional,3.0,evenpos
10,10,0,4,2,8.07516832,noncompositional,4.0,evenpos
10,11,0,0,1,0.70678291,noncompositional,0.0,evenneg
10,11,0,1,4,5.27204079,noncompositional,1.0,evenneg
10,11,0,2,5,3.90206455,noncompositional,2.0,evenneg
10,11,0,3,3,6.06157164,noncompositional,3.0,evenneg
10,11,0,4,3,6.15138083,noncompositional,4.0,evenneg
10,12,0,0,2,3.8347318,noncompositional,0.0,oddpos
10,12,0,1,4,6.51943491,noncompositional,1.0,oddpos
10,12,0,2,5,7.66765774,noncompositional,2.0,oddpos
10,12,0,3,5,7.5045793,noncompositional,3.0,oddpos
10,12,0,4,5,7.4916986,noncompositional,4.0,oddpos
10,13,0,0,5,4.54763709,noncompositional,0.0,oddneg
10,13,0,1,1,9.12320522,noncompositional,1.0,oddneg
10,13,0,2,0,3.23769368,noncompositional,2.0,oddneg
10,13,0,3,1,9.37377305,noncompositional,3.0,oddneg
10,13,0,4,2,2.92078018,noncompositional,4.0,oddneg
10,14,0,0,3,4.36192033,noncompositional,0.0,oddneg
10,14,0,1,4,2.87735984,noncompositional,1.0,oddneg
10,14,0,2,1,6.91738466,noncompositional,2.0,oddneg
10,14,0,3,1,7.01818967,noncompositional,3.0,oddneg
10,14,0,4,1,6.81467555,noncompositional,4.0,oddneg
10,15,0,0,0,1.45707554,noncompositional,0.0,oddneg
10,15,0,1,2,1.33500352,noncompositional,1.0,oddneg
10,15,0,2,4,2.9578447,noncompositional,2.0,oddneg
10,15,0,3,5,2.36876559,noncompositional,3.0,oddneg
10,15,0,4,3,4.25358413,noncompositional,4.0,oddneg
10,16,0,0,4,7.94090662,noncompositional,0.0,oddpos
10,16,0,1,5,8.05133016,noncompositional,1.0,oddpos
10,16,0,2,5,7.9272437,noncompositional,2.0,oddpos
10,16,0,3,5,8.14833235,noncompositional,3.0,oddpos
10,16,0,4,5,8.29319917,noncompositional,4.0,oddpos
10,17,0,0,5,2.90953169,noncompositional,0.0,oddneg
10,17,0,1,0,3.40623206,noncompositional,1.0,oddneg
10,17,0,2,2,3.73977048,noncompositional,2.0,oddneg
10,17,0,3,3,3.31900515,noncompositional,3.0,oddneg
10,17,0,4,2,3.7769286,noncompositional,4.0,oddneg
10,18,0,0,2,9.99324928,noncompositional,0.0,evenpos
10,18,0,1,2,9.95909267,noncompositional,1.0,evenpos
10,18,0,2,2,9.98698739,noncompositional,2.0,evenpos
10,18,0,3,2,9.80216069,noncompositional,3.0,evenpos
10,18,0,4,2,9.92210093,noncompositional,4.0,evenpos
10,19,0,0,3,2.36694567,noncompositional,0.0,evenneg
10,19,0,1,5,1.38711649,noncompositional,1.0,evenneg
10,19,0,2,0,6.00125861,noncompositional,2.0,evenneg
10,19,0,3,0,5.73708716,noncompositional,3.0,evenneg
10,19,0,4,0,6.04106948,noncompositional,4.0,evenneg
11,0,0,0,0,3.22508719,noncompositional,0.0,posodd
11,0,0,1,5,11.85680164,noncompositional,1.0,posodd
11,0,0,2,5,11.71047287,noncompositional,2.0,posodd
11,0,0,3,5,11.65316888,noncompositional,3.0,posodd
11,0,0,4,4,3.61444249,noncompositional,4.0,posodd
11,1,0,0,0,8.77085965,noncompositional,0.0,negodd
11,1,0,1,3,4.16465895,noncompositional,1.0,negodd
11,1,0,2,1,8.11586072,noncompositional,2.0,negodd
11,1,0,3,5,3.64662485,noncompositional,3.0,negodd
11,1,0,4,4,1.50820306,noncompositional,4.0,negodd
11,2,0,0,0,1.5905416,noncompositional,0.0,posodd
11,2,0,1,5,5.43596907,noncompositional,1.0,posodd
11,2,0,2,3,5.77402224,noncompositional,2.0,posodd
11,2,0,3,1,2.31638603,noncompositional,3.0,posodd
11,2,0,4,2,2.54757197,noncompositional,4.0,posodd
11,3,0,0,4,0.0,noncompositional,0.0,negodd
11,3,0,1,5,4.8609052,noncompositional,1.0,negodd
11,3,0,2,5,4.98519021,noncompositional,2.0,negodd
11,3,0,3,0,6.26493343,noncompositional,3.0,negodd
11,3,0,4,1,5.03579442,noncompositional,4.0,negodd
11,4,0,0,0,7.87901675,noncompositional,0.0,negodd
11,4,0,1,5,6.15782623,noncompositional,1.0,negodd
11,4,0,2,0,7.85313609,noncompositional,2.0,negodd
11,4,0,3,0,8.00204526,noncompositional,3.0,negodd
11,4,0,4,0,7.96239347,noncompositional,4.0,negodd
11,5,0,0,0,1.08284373,noncompositional,0.0,posodd
11,5,0,1,5,3.24139565,noncompositional,1.0,posodd
11,5,0,2,3,2.52420713,noncompositional,2.0,posodd
11,5,0,3,2,3.31592944,noncompositional,3.0,posodd
11,5,0,4,1,3.46266412,noncompositional,4.0,posodd
11,6,0,0,5,0.14893566,noncompositional,0.0,negeven
11,6,0,1,0,6.53884997,noncompositional,1.0,negeven
11,6,0,2,0,6.76082956,noncompositional,2.0,negeven
11,6,0,3,0,6.80767998,noncompositional,3.0,negeven
11,6,0,4,0,6.73812509,noncompositional,4.0,negeven
11,7,0,0,2,6.79872383,noncompositional,0.0,negodd
11,7,0,1,2,6.77807828,noncompositional,1.0,negodd
11,7,0,2,3,5.90698809,noncompositional,2.0,negodd
11,7,0,3,2,6.89373324,noncompositional,3.0,negodd
11,7,0,4,2,7.00685376,noncompositional,4.0,negodd
11,8,0,0,5,0.05118386,noncompositional,0.0,negeven
11,8,0,1,0,9.68340581,noncompositional,1.0,negeven
11,8,0,2,0,9.8123373,noncompositional,2.0,negeven
11,8,0,3,0,9.55690707,noncompositional,3.0,negeven
11,8,0,4,0,9.87142212,noncompositional,4.0,negeven
11,9,0,0,1,2.48405674,noncompositional,0.0,poseven
11,9,0,1,2,2.69869419,noncompositional,1.0,poseven
11,9,0,2,3,3.35799254,noncompositional,2.0,poseven
11,9,0,3,4,9.86134174,noncompositional,3.0,poseven
11,9,0,4,4,9.93976914,noncompositional,4.0,poseven
11,10,0,0,0,4.63556268,noncompositional,0.0,negeven
11,10,0,1,0,4.77013217,noncompositional,1.0,negeven
11,10,0,2,5,1.54681466,noncompositional,2.0,negeven
11,10,0,3,1,5.61616972,noncompositional,3.0,negeven
11,10,0,4,0,4.68145882,noncompositional,4.0,negeven
11,11,0,0,0,9.68564294,noncompositional,0.0,negeven
11,11,0,1,5,0.99411768,noncompositional,1.0,negeven
11,11,0,2,0,9.40739573,noncompositional,2.0,negeven
11,11,0,3,0,9.51795614,noncompositional,3.0,negeven
11,11,0,4,0,9.38121325,noncompositional,4.0,negeven
11,12,0,0,0,4.08378226,noncompositional,0.0,poseven
11,12,0,1,5,1.54879586,noncompositional,1.0,poseven
11,12,0,2,2,5.81306307,noncompositional,2.0,poseven
11,12,0,3,2,5.7408213,noncompositional,3.0,poseven
11,12,0,4,1,4.29806482,noncompositional,4.0,poseven
11,13,0,0,0,5.89402261,noncompositional,0.0,posodd
11,13,0,1,5,6.56284178,noncompositional,1.0,posodd
11,13,0,2,5,6.78976403,noncompositional,2.0,posodd
11,13,0,3,5,6.77819262,noncompositional,3.0,posodd
11,13,0,4,5,6.65531451,noncompositional,4.0,posodd
11,14,0,0,2,4.06363711,noncompositional,0.0,poseven
11,14,0,1,4,5.26669427,noncompositional,1.0,poseven
11,14,0,2,3,1.62892348,noncompositional,2.0,poseven
11,14,0,3,2,4.01342289,noncompositional,3.0,poseven
11,14,0,4,0,3.82522379,noncompositional,4.0,poseven
11,15,0,0,0,2.1786249,noncompositional,0.0,poseven
11,15,0,1,2,2.68885818,noncompositional,1.0,poseven
11,15,0,2,3,1.9207058,noncompositional,2.0,poseven
11,15,0,3,4,5.5097594,noncompositional,3.0,poseven
11,15,0,4,5,1.73051272,noncompositional,4.0,poseven
11,16,0,0,1,5.11130267,noncompositional,0.0,posodd
11,16,0,1,2,5.61236154,noncompositional,1.0,posodd
11,16,0,2,0,5.10922282,noncompositional,2.0,posodd
11,16,0,3,3,9.42119674,noncompositional,3.0,posodd
11,16,0,4,3,9.44222274,noncompositional,4.0,posodd
11,17,0,0,3,5.15667597,noncompositional,0.0,negodd
11,17,0,1,2,3.41584944,noncompositional,1.0,negodd
11,17,0,2,0,4.23177052,noncompositional,2.0,negodd
11,17,0,3,1,3.67211199,noncompositional,3.0,negodd
11,17,0,4,5,5.33514188,noncompositional,4.0,negodd
11,18,0,0,2,5.768625,noncompositional,0.0,poseven
11,18,0,1,3,0.35868701,noncompositional,1.0,poseven
11,18,0,2,2,5.81199856,noncompositional,2.0,poseven
11,18,0,3,0,2.99090168,noncompositional,3.0,poseven
11,18,0,4,0,2.66945454,noncompositional,4.0,poseven
11,19,0,0,3,1.2953777,noncompositional,0.0,negeven
11,19,0,1,2,2.61203666,noncompositional,1.0,negeven
11,19,0,2,4,4.11478357,noncompositional,2.0,negeven
11,19,0,3,5,2.47568497,noncompositional,3.0,negeven
11,19,0,4,5,2.47945039,noncompositional,4.0,negeven
12,0,0,0,0,0.88994422,noncompositional,0.0,oddneg
12,0,0,1,2,0.0,noncompositional,1.0,oddneg
12,0,0,2,3,4.32487881,noncompositional,2.0,oddneg
12,0,0,3,5,2.87359852,noncompositional,3.0,oddneg
12,0,0,4,3,4.25335587,noncompositional,4.0,oddneg
12,1,0,0,0,0.78516997,noncompositional,0.0,oddpos
12,1,0,1,1,8.19489855,noncompositional,1.0,oddpos
12,1,0,2,1,8.0868091,noncompositional,2.0,oddpos
12,1,0,3,1,8.28261043,noncompositional,3.0,oddpos
12,1,0,4,1,8.37733679,noncompositional,4.0,oddpos
12,2,0,0,0,1.87349135,noncompositional,0.0,oddpos
12,2,0,1,1,5.5644972,noncompositional,1.0,oddpos
12,2,0,2,1,5.48772767,noncompositional,2.0,oddpos
12,2,0,3,1,5.61122315,noncompositional,3.0,oddpos
12,2,0,4,1,5.55906242,noncompositional,4.0,oddpos
12,3,0,0,1,2.99617029,noncompositional,0.0,evenneg
12,3,0,1,0,8.90307826,noncompositional,1.0,evenneg
12,3,0,2,0,8.76189045,noncompositional,2.0,evenneg
12,3,0,3,0,8.70982642,noncompositional,3.0,evenneg
12,3,0,4,0,8.9015333,noncompositional,4.0,evenneg
12,4,0,0,0,2.26878997,noncompositional,0.0,oddneg
12,4,0,1,1,6.53038502,noncompositional,1.0,oddneg
12,4,0,2,1,6.5644883,noncompositional,2.0,oddneg
12,4,0,3,1,6.42781161,noncompositional,3.0,oddneg
12,4,0,4,1,6.45698095,noncompositional,4.0,oddneg
12,5,0,0,0,8.30405939,noncompositional,0.0,evenpos
12,5,0,1,0,8.40802,noncompositional,1.0,evenpos
12,5,0,2,0,8.28479012,noncompositional,2.0,evenpos
12,5,0,3,0,8.33361847,noncompositional,3.0,evenpos
12,5,0,4,0,8.2775759,noncompositional,4.0,evenpos
12,6,0,0,0,3.58694599,noncompositional,0.0,evenpos
12,6,0,1,2,3.38791622,noncompositional,1.0,evenpos
12,6,0,2,1,0.56491969,noncompositional,2.0,evenpos
12,6,0,3,5,6.37748231,noncompositional,3.0,evenpos
12,6,0,4,5,6.23367404,noncompositional,4.0,evenpos
12,7,0,0,2,1.38397803,noncompositional,0.0,oddneg
12,7,0,1,1,7.61394629,noncompositional,1.0,oddneg
12,7,0,2,1,7.61220331,noncompositional,2.0,oddneg
12,7,0,3,1,7.57615856,noncompositional,3.0,oddneg
12,7,0,4,1,7.50637398,noncompositional,4.0,oddneg
12,8,0,0,1,0.44011354,noncompositional,0.0,evenneg
12,8,0,1,2,2.95759395,noncompositional,1.0,evenneg
12,8,0,2,0,2.83091398,noncompositional,2.0,evenneg
12,8,0,3,4,3.28444362,noncompositional,3.0,evenneg
12,8,0,4,5,2.86168618,noncompositional,4.0,evenneg
12,9,0,0,2,2.66191422,noncompositional,0.0,oddpos
12,9,0,1,1,9.08555839,noncompositional,1.0,oddpos
12,9,0,2,1,8.93772027,noncompositional,2.0,oddpos
12,9,0,3,1,9.24913995,noncompositional,3.0,oddpos
12,9,0,4,1,9.02378891,noncompositional,4.0,oddpos
12,10,0,0,2,7.15000819,noncompositional,0.0,evenneg
12,10,0,1,0,6.98219805,noncompositional,1.0,evenneg
12,10,0,2,2,7.52767664,noncompositional,2.0,evenneg
12,10,0,3,2,7.34585951,noncompositional,3.0,evenneg
12,10,0,4,2,7.0368116,noncompositional,4.0,evenneg
12,11,0,0,1,1.64941901,noncompositional,0.0,evenpos
12,11,0,1,2,8.06626296,noncompositional,1.0,evenpos
12,11,0,2,2,8.28514188,noncompositional,2.0,evenpos
12,11,0,3,2,8.05203595,noncompositional,3.0,evenpos
12,11,0,4,2,8.18034945,noncompositional,4.0,evenpos
12,12,0,0,1,3.16274255,noncompositional,0.0,oddpos
12,12,0,1,2,0.0,noncompositional,1.0,oddpos
12,12,0,2,5,6.28204717,noncompositional,2.0,oddpos
12,12,0,3,5,6.10966264,noncompositional,3.0,oddpos
12,12,0,4,5,6.10679757,noncompositional,4.0,oddpos
12,13,0,0,2,5.24035121,noncompositional,0.0,evenpos
12,13,0,1,3,7.26483352,noncompositional,1.0,evenpos
12,13,0,2,3,7.29186218,noncompositional,2.0,evenpos
12,13,0,3,3,7.35359759,noncompositional,3.0,evenpos
12,13,0,4,3,7.2925099,noncompositional,4.0,evenpos
12,14,0,0,1,1.1264411,noncompositional,0.0,evenneg
12,14,0,1,2,5.9121912,noncompositional,1.0,evenneg
12,14,0,2,5,1.09391578,noncompositional,2.0,evenneg
12,14,0,3,3,4.56897261,noncompositional,3.0,evenneg
12,14,0,4,3,4.56292172,noncompositional,4.0,evenneg
12,15,0,0,1,4.61685861,noncompositional,0.0,oddneg
12,15,0,1,2,0.13176907,noncompositional,1.0,oddneg
12,15,0,2,5,1.88038226,noncompositional,2.0,oddneg
12,15,0,3,3,3.64540663,noncompositional,3.0,oddneg
12,15,0,4,1,4.74383924,noncompositional,4.0,oddneg
12,16,0,0,1,0.69882379,noncompositional,0.0,evenneg
12,16,0,1,2,7.74420441,noncompositional,1.0,evenneg
12,16,0,2,0,8.21541126,noncompositional,2.0,evenneg
12,16,0,3,0,7.94731503,noncompositional,3.0,evenneg
12,16,0,4,0,7.86422048,noncompositional,4.0,evenneg
12,17,0,0,1,2.86168899,noncompositional,0.0,evenpos
12,17,0,1,0,6.30684685,noncompositional,1.0,evenpos
12,17,0,2,0,6.42581309,noncompositional,2.0,evenpos
12,17,0,3,0,6.359346,noncompositional,3.0,evenpos
12,17,0,4,0,6.43555257,noncompositional,4.0,evenpos
12,18,0,0,1,4.76395741,noncompositional,0.0,oddpos
12,18,0,1,0,0.99540988,noncompositional,1.0,oddpos
12,18,0,2,5,7.8892816,noncompositional,2.0,oddpos
12,18,0,3,5,7.81956096,noncompositional,3.0,oddpos
12,18,0,4,5,7.83291198,noncompositional,4.0,oddpos
12,19,0,0,1,5.91315867,noncompositional,0.0,oddneg
12,19,0,1,5,5.17352651,noncompositional,1.0,oddneg
12,19,0,2,1,6.01838934,noncompositional,2.0,oddneg
12,19,0,3,1,5.86723763,noncompositional,3.0,oddneg
12,19,0,4,1,6.05796473,noncompositional,4.0,oddneg
13,0,0,0,0,3.36776366,noncompositional,0.0,poseven
13,0,0,1,3,1.28541887,noncompositional,1.0,poseven
13,0,0,2,0,3.61663158,noncompositional,2.0,poseven
13,0,0,3,0,3.38838681,noncompositional,3.0,poseven
13,0,0,4,0,3.58387868,noncompositional,4.0,poseven
13,1,0,0,5,3.20514159,noncompositional,0.0,negodd
13,1,0,1,0,5.43859071,noncompositional,1.0,negodd
13,1,0,2,0,5.5586234,noncompositional,2.0,negodd
13,1,0,3,0,5.47179922,noncompositional,3.0,negodd
13,1,0,4,0,5.47853608,noncompositional,4.0,negodd
13,2,0,0,0,6.93859251,noncompositional,0.0,negeven
13,2,0,1,0,6.92140527,noncompositional,1.0,negeven
13,2,0,2,0,6.92778475,noncompositional,2.0,negeven
13,2,0,3,0,6.75648339,noncompositional,3.0,negeven
13,2,0,4,0,6.84839955,noncompositional,4.0,negeven
13,3,0,0,5,5.29000981,noncompositional,0.0,negodd
13,3,0,1,3,4.68556111,noncompositional,1.0,negodd
13,3,0,2,5,4.95330012,noncompositional,2.0,negodd
13,3,0,3,5,4.99926275,noncompositional,3.0,negodd
13,3,0,4,5,5.15769924,noncompositional,4.0,negodd
13,4,0,0,0,3.5986208,noncompositional,0.0,poseven
13,4,0,1,2,5.25870692,noncompositional,1.0,poseven
13,4,0,2,4,5.98744311,noncompositional,2.0,poseven
13,4,0,3,4,5.88037514,noncompositional,3.0,poseven
13,4,0,4,4,5.98806011,noncompositional,4.0,poseven
13,5,0,0,1,2.81583024,noncompositional,0.0,negeven
13,5,0,1,3,0.29451809,noncompositional,1.0,negeven
13,5,0,2,0,4.9142563,noncompositional,2.0,negeven
13,5,0,3,0,4.83359734,noncompositional,3.0,negeven
13,5,0,4,0,4.71179429,noncompositional,4.0,negeven
13,6,0,0,5,1.50706258,noncompositional,0.0,poseven
13,6,0,1,1,6.11115965,noncompositional,1.0,poseven
13,6,0,2,1,6.09837467,noncompositional,2.0,poseven
13,6,0,3,1,6.23625835,noncompositional,3.0,poseven
13,6,0,4,1,6.14787722,noncompositional,4.0,poseven
13,7,0,0,0,0.2412573,noncompositional,0.0,posodd
13,7,0,1,4,1.50559766,noncompositional,1.0,posodd
13,7,0,2,1,1.26242382,noncompositional,2.0,posodd
13,7,0,3,2,2.86812712,noncompositional,3.0,posodd
13,7,0,4,3,6.34225841,noncompositional,4.0,posodd
13,8,0,0,5,3.76352242,noncompositional,0.0,negodd
13,8,0,1,3,3.62836693,noncompositional,1.0,negodd
13,8,0,2,0,6.83745387,noncompositional,2.0,negodd
13,8,0,3,0,6.90014867,noncompositional,3.0,negodd
13,8,0,4,0,6.79358207,noncompositional,4.0,negodd
13,9,0,0,0,1.18012765,noncompositional,0.0,poseven
13,9,0,1,3,0.93946219,noncompositional,1.0,poseven
13,9,0,2,5,1.37440953,noncompositional,2.0,poseven
13,9,0,3,1,1.47293174,noncompositional,3.0,poseven
13,9,0,4,2,2.00552211,noncompositional,4.0,poseven
13,10,0,0,0,4.29218368,noncompositional,0.0,posodd
13,10,0,1,0,4.37186582,noncompositional,1.0,posodd
13,10,0,2,0,4.26395612,noncompositional,2.0,posodd
13,10,0,3,0,4.21906225,noncompositional,3.0,posodd
13,10,0,4,0,4.33081246,noncompositional,4.0,posodd
13,11,0,0,5,13.02804275,noncompositional,0.0,posodd
13,11,0,1,5,13.11003472,noncompositional,1.0,posodd
13,11,0,2,5,13.062697,noncompositional,2.0,posodd
13,11,0,3,5,13.04144551,noncompositional,3.0,posodd
13,11,0,4,5,13.07575776,noncompositional,4.0,posodd
13,12,0,0,0,7.08550119,noncompositional,0.0,negodd
13,12,0,1,0,7.14163463,noncompositional,1.0,negodd
13,12,0,2,0,7.31730477,noncompositional,2.0,negodd
13,12,0,3,0,7.175333,noncompositional,3.0,negodd
13,12,0,4,0,7.01376762,noncompositional,4.0,negodd
13,13,0,0,1,4.34423337,noncompositional,0.0,posodd
13,13,0,1,3,6.70683993,noncompositional,1.0,posodd
13,13,0,2,5,7.15151184,noncompositional,2.0,posodd
13,13,0,3,5,7.10933574,noncompositional,3.0,posodd
13,13,0,4,5,7.15289667,noncompositional,4.0,posodd
13,14,0,0,0,4.00220616,noncompositional,0.0,negeven
13,14,0,1,1,3.71741017,noncompositional,1.0,negeven
13,14,0,2,0,3.90458401,noncompositional,2.0,negeven
13,14,0,3,0,4.00697261,noncompositional,3.0,negeven
13,14,0,4,0,3.85152594,noncompositional,4.0,negeven
13,15,0,0,5,1.89177351,noncompositional,0.0,negeven
13,15,0,1,1,8.25235417,noncompositional,1.0,negeven
13,15,0,2,1,8.32013875,noncompositional,2.0,negeven
13,15,0,3,1,8.29131509,noncompositional,3.0,negeven
13,15,0,4,1,8.321993,noncompositional,4.0,negeven
13,16,0,0,5,9.40771504,noncompositional,0.0,posodd
13,16,0,1,5,9.33341888,noncompositional,1.0,posodd
13,16,0,2,5,9.33593057,noncompositional,2.0,posodd
13,16,0,3,5,9.34525335,noncompositional,3.0,posodd
13,16,0,4,5,9.23725209,noncompositional,4.0,posodd
13,17,0,0,5,1.23036596,noncompositional,0.0,poseven
13,17,0,1,0,3.76317852,noncompositional,1.0,poseven
13,17,0,2,2,5.34359121,noncompositional,2.0,poseven
13,17,0,3,2,5.37676242,noncompositional,3.0,poseven
13,17,0,4,2,5.00419675,noncompositional,4.0,poseven
13,18,0,0,0,5.98786031,noncompositional,0.0,negeven
13,18,0,1,0,5.97088405,noncompositional,1.0,negeven
13,18,0,2,0,5.97413817,noncompositional,2.0,negeven
13,18,0,3,0,5.9966179,noncompositional,3.0,negeven
13,18,0,4,0,6.00832832,noncompositional,4.0,negeven
13,19,0,0,5,6.42112985,noncompositional,0.0,negodd
13,19,0,1,5,6.19779824,noncompositional,1.0,negodd
13,19,0,2,5,6.1348023,noncompositional,2.0,negodd
13,19,0,3,5,6.2935847,noncompositional,3.0,negodd
13,19,0,4,5,6.38181476,noncompositional,4.0,negodd
14,0,0,0,2,2.17906587,noncompositional,0.0,oddneg
14,0,0,1,1,8.02732405,noncompositional,1.0,oddneg
14,0,0,2,2,1.86271061,noncompositional,2.0,oddneg
14,0,0,3,0,0.15539457,noncompositional,3.0,oddneg
14,0,0,4,3,6.23230595,noncompositional,4.0,oddneg
14,1,0,0,1,8.29891183,noncompositional,0.0,oddpos
14,1,0,1,4,5.28261498,noncompositional,1.0,oddpos
14,1,0,2,5,5.97006863,noncompositional,2.0,oddpos
14,1,0,3,3,4.71181981,noncompositional,3.0,oddpos
14,1,0,4,0,0.99014534,noncompositional,4.0,oddpos
14,2,0,0,3,5.91394696,noncompositional,0.0,oddneg
14,2,0,1,4,6.2664187,noncompositional,1.0,oddneg
14,2,0,2,5,6.08000506,noncompositional,2.0,oddneg
