,participant,phase,trial,context,left_option,middle_option,right_option,choice,correct,reward,reward_unchosen_1,reward_unchosen_2,RT,ID,condition,?,task,tier
4051,10.0,2.0,127.0,0.0,,6.0,1.0,2.0,1.0,43.0,31.0,0.0,990.0,1108705175.0,1.0,2.0,0,0.0
4052,10.0,2.0,128.0,0.0,6.0,,9.0,2.0,0.0,14.0,28.0,,957.0,1108705175.0,1.0,2.0,0,0.0
4053,10.0,2.0,129.0,0.0,0.0,,9.0,0.0,1.0,84.0,13.0,0.0,1067.0,1108705175.0,1.0,2.0,0,0.0
4054,10.0,2.0,130.0,0.0,,1.0,5.0,2.0,0.0,43.0,53.0,,1136.0,1108705175.0,1.0,2.0,0,0.0
4055,10.0,2.0,131.0,0.0,7.0,9.0,,0.0,0.0,18.0,11.0,0.0,1049.0,1108705175.0,1.0,2.0,0,0.0
4056,10.0,2.0,132.0,0.0,0.0,7.0,,0.0,1.0,88.0,16.0,0.0,1331.0,1108705175.0,1.0,2.0,0,0.0
4057,10.0,2.0,133.0,0.0,2.0,,7.0,2.0,0.0,20.0,10.0,0.0,1544.0,1108705175.0,1.0,2.0,0,0.0
4058,10.0,2.0,134.0,0.0,4.0,,9.0,2.0,0.0,11.0,18.0,,1112.0,1108705175.0,1.0,2.0,0,0.0
4059,10.0,2.0,135.0,0.0,9.0,8.0,,1.0,1.0,51.0,19.0,0.0,1075.0,1108705175.0,1.0,2.0,0,0.0
4060,10.0,2.0,136.0,0.0,4.0,8.0,,1.0,1.0,45.0,16.0,,542.0,1108705175.0,1.0,2.0,0,0.0
4061,10.0,2.0,137.0,0.0,,5.0,3.0,1.0,0.0,49.0,91.0,0.0,1744.0,1108705175.0,1.0,2.0,0,0.0
4062,10.0,2.0,138.0,0.0,4.0,,0.0,2.0,1.0,86.0,14.0,0.0,1093.0,1108705175.0,1.0,2.0,0,0.0
4063,10.0,2.0,139.0,0.0,,2.0,1.0,2.0,1.0,49.0,17.0,,952.0,1108705175.0,1.0,2.0,0,0.0
4064,10.0,2.0,140.0,0.0,5.0,,7.0,0.0,1.0,51.0,8.0,,1288.0,1108705175.0,1.0,2.0,0,0.0
4065,10.0,2.0,141.0,0.0,1.0,,3.0,2.0,1.0,90.0,56.0,0.0,2068.0,1108705175.0,1.0,2.0,0,0.0
4066,10.0,2.0,142.0,0.0,7.0,2.0,,0.0,0.0,10.0,14.0,,1023.0,1108705175.0,1.0,2.0,0,0.0
4067,10.0,2.0,143.0,0.0,,9.0,4.0,1.0,0.0,16.0,22.0,,1332.0,1108705175.0,1.0,2.0,0,0.0
4068,10.0,2.0,144.0,0.0,8.0,,0.0,0.0,0.0,54.0,74.0,0.0,854.0,1108705175.0,1.0,2.0,0,0.0
4069,10.0,2.0,145.0,0.0,8.0,,9.0,0.0,1.0,48.0,7.0,,725.0,1108705175.0,1.0,2.0,0,0.0
4070,10.0,2.0,146.0,0.0,4.0,,1.0,2.0,1.0,52.0,15.0,0.0,1023.0,1108705175.0,1.0,2.0,0,0.0
4071,10.0,2.0,147.0,0.0,5.0,7.0,,0.0,1.0,49.0,12.0,,1388.0,1108705175.0,1.0,2.0,0,0.0
4072,10.0,2.0,148.0,0.0,,1.0,4.0,1.0,1.0,52.0,10.0,0.0,1219.0,1108705175.0,1.0,2.0,0,0.0
4073,10.0,2.0,149.0,0.0,6.0,,3.0,2.0,1.0,81.0,27.0,,1213.0,1108705175.0,1.0,2.0,0,0.0
4074,10.0,2.0,150.0,0.0,,5.0,8.0,1.0,0.0,43.0,53.0,0.0,937.0,1108705175.0,1.0,2.0,0,0.0
4075,10.0,2.0,151.0,0.0,1.0,,2.0,2.0,0.0,12.0,46.0,,1392.0,1108705175.0,1.0,2.0,0,0.0
4076,10.0,2.0,152.0,0.0,3.0,,8.0,2.0,0.0,52.0,82.0,,754.0,1108705175.0,1.0,2.0,0,0.0
4077,10.0,2.0,153.0,0.0,7.0,5.0,,1.0,1.0,48.0,17.0,0.0,1504.0,1108705175.0,1.0,2.0,0,0.0
4078,10.0,2.0,154.0,0.0,,2.0,7.0,2.0,0.0,18.0,12.0,0.0,1033.0,1108705175.0,1.0,2.0,0,0.0
4079,10.0,2.0,155.0,0.0,,7.0,1.0,1.0,0.0,22.0,49.0,0.0,828.0,1108705175.0,1.0,2.0,0,0.0
4080,10.0,2.0,156.0,0.0,1.0,5.0,,1.0,0.0,50.0,48.0,,623.0,1108705175.0,1.0,2.0,0,0.0
4081,10.0,2.0,157.0,0.0,2.0,,4.0,0.0,0.0,11.0,19.0,0.0,1076.0,1108705175.0,1.0,2.0,0,0.0
4082,10.0,2.0,158.0,0.0,,2.0,5.0,2.0,1.0,50.0,18.0,0.0,1189.0,1108705175.0,1.0,2.0,0,0.0
4083,10.0,2.0,159.0,0.0,8.0,0.0,,1.0,1.0,83.0,44.0,0.0,973.0,1108705175.0,1.0,2.0,0,0.0
4084,10.0,2.0,160.0,0.0,,8.0,1.0,1.0,0.0,47.0,48.0,,587.0,1108705175.0,1.0,2.0,0,0.0
4085,10.0,2.0,161.0,0.0,2.0,7.0,,1.0,0.0,12.0,18.0,,1096.0,1108705175.0,1.0,2.0,0,0.0
4086,10.0,2.0,162.0,0.0,9.0,3.0,,1.0,1.0,88.0,7.0,,1224.0,1108705175.0,1.0,2.0,0,0.0
4087,10.0,2.0,163.0,0.0,6.0,,7.0,2.0,0.0,15.0,33.0,,1106.0,1108705175.0,1.0,2.0,0,0.0
4088,10.0,2.0,164.0,0.0,,9.0,1.0,1.0,0.0,15.0,51.0,0.0,1079.0,1108705175.0,1.0,2.0,0,0.0
4089,10.0,2.0,165.0,0.0,4.0,,7.0,2.0,0.0,9.0,10.0,,1262.0,1108705175.0,1.0,2.0,0,0.0
4090,10.0,2.0,166.0,0.0,,9.0,1.0,1.0,0.0,7.0,54.0,0.0,1223.0,1108705175.0,1.0,2.0,0,0.0
4091,10.0,2.0,167.0,0.0,,0.0,7.0,1.0,1.0,80.0,12.0,0.0,1304.0,1108705175.0,1.0,2.0,0,0.0
4092,10.0,2.0,168.0,0.0,,7.0,4.0,1.0,0.0,15.0,18.0,0.0,1007.0,1108705175.0,1.0,2.0,0,0.0
4093,10.0,2.0,169.0,0.0,5.0,,4.0,0.0,1.0,52.0,13.0,0.0,1201.0,1108705175.0,1.0,2.0,0,0.0
4094,10.0,2.0,170.0,0.0,3.0,,8.0,2.0,0.0,49.0,86.0,,1679.0,1108705175.0,1.0,2.0,0,0.0
4095,10.0,2.0,171.0,0.0,,2.0,0.0,2.0,1.0,86.0,13.0,0.0,1320.0,1108705175.0,1.0,2.0,0,0.0
4096,10.0,2.0,172.0,0.0,9.0,,0.0,2.0,1.0,90.0,13.0,0.0,1151.0,1108705175.0,1.0,2.0,0,0.0
4097,10.0,2.0,173.0,0.0,0.0,8.0,,1.0,0.0,49.0,84.0,,704.0,1108705175.0,1.0,2.0,0,0.0
4098,10.0,2.0,174.0,0.0,6.0,,5.0,2.0,1.0,42.0,31.0,0.0,979.0,1108705175.0,1.0,2.0,0,0.0
4099,10.0,2.0,175.0,0.0,,9.0,3.0,2.0,1.0,89.0,17.0,0.0,1609.0,1108705175.0,1.0,2.0,0,0.0
4100,10.0,2.0,176.0,0.0,3.0,9.0,,0.0,1.0,89.0,19.0,0.0,983.0,1108705175.0,1.0,2.0,0,0.0
4101,10.0,2.0,177.0,0.0,3.0,,0.0,2.0,0.0,82.0,87.0,,1290.0,1108705175.0,1.0,2.0,0,0.0
4102,10.0,2.0,178.0,0.0,0.0,4.0,,0.0,1.0,86.0,18.0,0.0,1262.0,1108705175.0,1.0,2.0,0,0.0
4103,10.0,2.0,179.0,0.0,,4.0,2.0,2.0,0.0,6.0,15.0,,1683.0,1108705175.0,1.0,2.0,0,0.0
4104,11.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,87.0,47.0,13.0,7404.0,6647431105.0,1.0,2.0,0,1.0
4105,11.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,85.0,53.0,12.0,2120.0,6647431105.0,1.0,2.0,0,1.0
4106,11.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,90.0,47.0,15.0,1274.0,6647431105.0,1.0,2.0,0,1.0
4107,11.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,91.0,43.0,9.0,1239.0,6647431105.0,1.0,2.0,0,1.0
4108,11.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,87.0,55.0,20.0,955.0,6647431105.0,1.0,2.0,0,1.0
4109,11.0,0.0,5.0,1.0,2.0,1.0,0.0,2.0,1.0,81.0,58.0,12.0,1341.0,6647431105.0,1.0,2.0,0,1.0
4110,11.0,0.0,6.0,2.0,,3.0,4.0,1.0,1.0,84.0,12.0,,5875.0,6647431105.0,1.0,2.0,0,1.0
4111,11.0,0.0,7.0,2.0,4.0,3.0,,1.0,1.0,89.0,15.0,,1199.0,6647431105.0,1.0,2.0,0,1.0
4112,11.0,0.0,8.0,2.0,4.0,3.0,,1.0,1.0,87.0,10.0,,3155.0,6647431105.0,1.0,2.0,0,1.0
4113,11.0,0.0,9.0,2.0,3.0,4.0,,0.0,1.0,84.0,15.0,,14046.0,6647431105.0,1.0,2.0,0,1.0
4114,11.0,0.0,10.0,2.0,3.0,4.0,,0.0,1.0,92.0,9.0,,2492.0,6647431105.0,1.0,2.0,0,1.0
4115,11.0,0.0,11.0,2.0,3.0,4.0,,0.0,1.0,87.0,17.0,,11424.0,6647431105.0,1.0,2.0,0,1.0
4116,11.0,1.0,0.0,4.0,9.0,8.0,,1.0,1.0,56.0,15.0,,3996.0,6647431105.0,1.0,2.0,0,1.0
4117,11.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,11.0,84.0,48.0,4210.0,6647431105.0,1.0,2.0,0,1.0
4118,11.0,1.0,2.0,3.0,5.0,7.0,6.0,1.0,0.0,10.0,50.0,34.0,2199.0,6647431105.0,1.0,2.0,0,1.0
4119,11.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,55.0,86.0,8.0,3159.0,6647431105.0,1.0,2.0,0,1.0
4120,11.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,43.0,83.0,12.0,3777.0,6647431105.0,1.0,2.0,0,1.0
4121,11.0,1.0,5.0,4.0,8.0,9.0,,1.0,0.0,5.0,49.0,0.0,3568.0,6647431105.0,1.0,2.0,0,1.0
4122,11.0,1.0,6.0,1.0,2.0,1.0,0.0,2.0,1.0,89.0,51.0,2.0,4800.0,6647431105.0,1.0,2.0,0,1.0
4123,11.0,1.0,7.0,4.0,9.0,,8.0,2.0,1.0,46.0,6.0,,1677.0,6647431105.0,1.0,2.0,0,1.0
4124,11.0,1.0,8.0,2.0,4.0,3.0,,1.0,1.0,80.0,18.0,,4347.0,6647431105.0,1.0,2.0,0,1.0
4125,11.0,1.0,9.0,4.0,9.0,,8.0,2.0,1.0,49.0,14.0,,1807.0,6647431105.0,1.0,2.0,0,1.0
4126,11.0,1.0,10.0,2.0,,3.0,4.0,1.0,1.0,78.0,8.0,,2064.0,6647431105.0,1.0,2.0,0,1.0
4127,11.0,1.0,11.0,3.0,5.0,7.0,6.0,0.0,1.0,54.0,28.0,7.0,2309.0,6647431105.0,1.0,2.0,0,1.0
4128,11.0,1.0,12.0,4.0,,9.0,8.0,2.0,1.0,45.0,14.0,,1260.0,6647431105.0,1.0,2.0,0,1.0
4129,11.0,1.0,13.0,1.0,1.0,2.0,0.0,2.0,1.0,84.0,54.0,18.0,3538.0,6647431105.0,1.0,2.0,0,1.0
4130,11.0,1.0,14.0,2.0,4.0,3.0,,1.0,1.0,90.0,7.0,,984.0,6647431105.0,1.0,2.0,0,1.0
4131,11.0,1.0,15.0,2.0,3.0,,4.0,0.0,1.0,83.0,24.0,,1361.0,6647431105.0,1.0,2.0,0,1.0
4132,11.0,1.0,16.0,3.0,6.0,7.0,5.0,2.0,1.0,47.0,34.0,7.0,2524.0,6647431105.0,1.0,2.0,0,1.0
4133,11.0,1.0,17.0,1.0,1.0,0.0,2.0,1.0,1.0,77.0,47.0,17.0,1663.0,6647431105.0,1.0,2.0,0,1.0
4134,11.0,1.0,18.0,2.0,3.0,,4.0,0.0,1.0,91.0,20.0,,1149.0,6647431105.0,1.0,2.0,0,1.0
4135,11.0,1.0,19.0,4.0,8.0,9.0,,0.0,1.0,49.0,11.0,,1499.0,6647431105.0,1.0,2.0,0,1.0
4136,11.0,1.0,20.0,3.0,5.0,7.0,6.0,0.0,1.0,50.0,36.0,11.0,1980.0,6647431105.0,1.0,2.0,0,1.0
4137,11.0,1.0,21.0,3.0,6.0,5.0,7.0,1.0,1.0,50.0,34.0,17.0,2139.0,6647431105.0,1.0,2.0,0,1.0
4138,11.0,1.0,22.0,3.0,5.0,6.0,7.0,0.0,1.0,56.0,37.0,18.0,1078.0,6647431105.0,1.0,2.0,0,1.0
4139,11.0,1.0,23.0,4.0,9.0,8.0,,1.0,1.0,56.0,12.0,,1106.0,6647431105.0,1.0,2.0,0,1.0
4140,11.0,1.0,24.0,1.0,0.0,1.0,2.0,0.0,1.0,86.0,52.0,16.0,2884.0,6647431105.0,1.0,2.0,0,1.0
4141,11.0,1.0,25.0,3.0,6.0,5.0,7.0,1.0,1.0,53.0,30.0,17.0,1185.0,6647431105.0,1.0,2.0,0,1.0
4142,11.0,1.0,26.0,3.0,6.0,5.0,7.0,1.0,1.0,52.0,31.0,10.0,680.0,6647431105.0,1.0,2.0,0,1.0
4143,11.0,1.0,27.0,1.0,1.0,0.0,2.0,1.0,1.0,88.0,44.0,14.0,1608.0,6647431105.0,1.0,2.0,0,1.0
4144,11.0,1.0,28.0,1.0,0.0,1.0,2.0,0.0,1.0,85.0,48.0,13.0,1179.0,6647431105.0,1.0,2.0,0,1.0
4145,11.0,1.0,29.0,1.0,0.0,1.0,2.0,0.0,1.0,87.0,49.0,8.0,1072.0,6647431105.0,1.0,2.0,0,1.0
4146,11.0,1.0,30.0,3.0,7.0,5.0,6.0,1.0,1.0,47.0,36.0,13.0,912.0,6647431105.0,1.0,2.0,0,1.0
4147,11.0,1.0,31.0,2.0,4.0,,3.0,2.0,1.0,88.0,8.0,,1229.0,6647431105.0,1.0,2.0,0,1.0
4148,11.0,1.0,32.0,1.0,2.0,1.0,0.0,2.0,1.0,91.0,46.0,15.0,1817.0,6647431105.0,1.0,2.0,0,1.0
4149,11.0,1.0,33.0,2.0,,3.0,4.0,1.0,1.0,89.0,15.0,,1387.0,6647431105.0,1.0,2.0,0,1.0
4150,11.0,1.0,34.0,2.0,4.0,,3.0,2.0,1.0,84.0,15.0,,1145.0,6647431105.0,1.0,2.0,0,1.0
4151,11.0,1.0,35.0,2.0,3.0,4.0,,0.0,1.0,79.0,20.0,,1283.0,6647431105.0,1.0,2.0,0,1.0
4152,11.0,1.0,36.0,3.0,6.0,7.0,5.0,2.0,1.0,52.0,31.0,10.0,955.0,6647431105.0,1.0,2.0,0,1.0
4153,11.0,1.0,37.0,2.0,4.0,3.0,,1.0,1.0,87.0,10.0,,966.0,6647431105.0,1.0,2.0,0,1.0
4154,11.0,1.0,38.0,4.0,8.0,,9.0,0.0,1.0,54.0,6.0,,1644.0,6647431105.0,1.0,2.0,0,1.0
4155,11.0,1.0,39.0,4.0,9.0,8.0,,1.0,1.0,51.0,12.0,,1491.0,6647431105.0,1.0,2.0,0,1.0
4156,11.0,1.0,40.0,4.0,9.0,8.0,,1.0,1.0,48.0,17.0,,1146.0,6647431105.0,1.0,2.0,0,1.0
4157,11.0,1.0,41.0,2.0,,3.0,4.0,1.0,1.0,91.0,12.0,,1476.0,6647431105.0,1.0,2.0,0,1.0
4158,11.0,1.0,42.0,4.0,9.0,,8.0,2.0,1.0,49.0,15.0,,1361.0,6647431105.0,1.0,2.0,0,1.0
4159,11.0,1.0,43.0,4.0,9.0,,8.0,2.0,1.0,47.0,12.0,,1036.0,6647431105.0,1.0,2.0,0,1.0
4160,11.0,1.0,44.0,1.0,2.0,0.0,1.0,1.0,1.0,84.0,48.0,19.0,2628.0,6647431105.0,1.0,2.0,0,1.0
4161,11.0,1.0,45.0,4.0,,8.0,9.0,1.0,1.0,58.0,12.0,,1146.0,6647431105.0,1.0,2.0,0,1.0
4162,11.0,1.0,46.0,1.0,1.0,2.0,0.0,2.0,1.0,83.0,49.0,8.0,1691.0,6647431105.0,1.0,2.0,0,1.0
4163,11.0,1.0,47.0,1.0,2.0,1.0,0.0,2.0,1.0,79.0,59.0,9.0,1233.0,6647431105.0,1.0,2.0,0,1.0
4164,11.0,1.0,48.0,4.0,,8.0,9.0,1.0,1.0,48.0,14.0,,1316.0,6647431105.0,1.0,2.0,0,1.0
4165,11.0,1.0,49.0,4.0,8.0,9.0,,0.0,1.0,55.0,18.0,,1192.0,6647431105.0,1.0,2.0,0,1.0
4166,11.0,1.0,50.0,3.0,7.0,6.0,5.0,2.0,1.0,53.0,30.0,8.0,1411.0,6647431105.0,1.0,2.0,0,1.0
4167,11.0,1.0,51.0,1.0,0.0,2.0,1.0,0.0,1.0,88.0,54.0,18.0,1304.0,6647431105.0,1.0,2.0,0,1.0
4168,11.0,1.0,52.0,3.0,7.0,5.0,6.0,1.0,1.0,49.0,34.0,12.0,1172.0,6647431105.0,1.0,2.0,0,1.0
4169,11.0,1.0,53.0,3.0,6.0,5.0,7.0,1.0,1.0,48.0,23.0,10.0,2081.0,6647431105.0,1.0,2.0,0,1.0
4170,11.0,1.0,54.0,4.0,9.0,8.0,,1.0,1.0,51.0,14.0,,1190.0,6647431105.0,1.0,2.0,0,1.0
4171,11.0,1.0,55.0,4.0,9.0,,8.0,2.0,1.0,50.0,16.0,,1084.0,6647431105.0,1.0,2.0,0,1.0
4172,11.0,1.0,56.0,1.0,1.0,0.0,2.0,1.0,1.0,94.0,54.0,15.0,1442.0,6647431105.0,1.0,2.0,0,1.0
4173,11.0,1.0,57.0,3.0,6.0,5.0,7.0,1.0,1.0,47.0,29.0,17.0,821.0,6647431105.0,1.0,2.0,0,1.0
4174,11.0,1.0,58.0,2.0,4.0,3.0,,1.0,1.0,87.0,12.0,,937.0,6647431105.0,1.0,2.0,0,1.0
4175,11.0,1.0,59.0,2.0,,3.0,4.0,1.0,1.0,87.0,18.0,,767.0,6647431105.0,1.0,2.0,0,1.0
4176,11.0,1.0,60.0,2.0,,4.0,3.0,2.0,1.0,84.0,10.0,,893.0,6647431105.0,1.0,2.0,0,1.0
4177,11.0,1.0,61.0,3.0,5.0,7.0,6.0,0.0,1.0,52.0,26.0,19.0,1094.0,6647431105.0,1.0,2.0,0,1.0
4178,11.0,1.0,62.0,3.0,7.0,6.0,5.0,2.0,1.0,46.0,28.0,13.0,976.0,6647431105.0,1.0,2.0,0,1.0
4179,11.0,1.0,63.0,2.0,3.0,4.0,,0.0,1.0,81.0,21.0,,972.0,6647431105.0,1.0,2.0,0,1.0
4180,11.0,1.0,64.0,3.0,6.0,7.0,5.0,2.0,1.0,49.0,28.0,10.0,1027.0,6647431105.0,1.0,2.0,0,1.0
4181,11.0,1.0,65.0,2.0,3.0,4.0,,0.0,1.0,90.0,8.0,,911.0,6647431105.0,1.0,2.0,0,1.0
4182,11.0,1.0,66.0,4.0,8.0,,9.0,0.0,1.0,42.0,12.0,,1253.0,6647431105.0,1.0,2.0,0,1.0
4183,11.0,1.0,67.0,1.0,0.0,2.0,1.0,0.0,1.0,83.0,57.0,13.0,1635.0,6647431105.0,1.0,2.0,0,1.0
4184,11.0,1.0,68.0,1.0,0.0,2.0,1.0,0.0,1.0,84.0,55.0,7.0,764.0,6647431105.0,1.0,2.0,0,1.0
4185,11.0,1.0,69.0,2.0,3.0,4.0,,0.0,1.0,88.0,22.0,,1321.0,6647431105.0,1.0,2.0,0,1.0
4186,11.0,1.0,70.0,3.0,7.0,5.0,6.0,1.0,1.0,52.0,36.0,15.0,940.0,6647431105.0,1.0,2.0,0,1.0
4187,11.0,1.0,71.0,4.0,,8.0,9.0,1.0,1.0,48.0,7.0,,850.0,6647431105.0,1.0,2.0,0,1.0
4188,11.0,1.0,72.0,1.0,0.0,1.0,2.0,0.0,1.0,90.0,45.0,19.0,1170.0,6647431105.0,1.0,2.0,0,1.0
4189,11.0,1.0,73.0,2.0,3.0,4.0,,0.0,1.0,85.0,17.0,,1313.0,6647431105.0,1.0,2.0,0,1.0
4190,11.0,1.0,74.0,4.0,9.0,,8.0,2.0,1.0,46.0,17.0,,1318.0,6647431105.0,1.0,2.0,0,1.0
4191,11.0,1.0,75.0,3.0,7.0,6.0,5.0,2.0,1.0,51.0,34.0,14.0,1245.0,6647431105.0,1.0,2.0,0,1.0
4192,11.0,1.0,76.0,1.0,1.0,2.0,0.0,2.0,1.0,92.0,55.0,12.0,1900.0,6647431105.0,1.0,2.0,0,1.0
4193,11.0,1.0,77.0,1.0,1.0,0.0,2.0,1.0,1.0,86.0,55.0,13.0,852.0,6647431105.0,1.0,2.0,0,1.0
4194,11.0,1.0,78.0,4.0,8.0,,9.0,0.0,1.0,52.0,12.0,,1042.0,6647431105.0,1.0,2.0,0,1.0
4195,11.0,1.0,79.0,1.0,1.0,2.0,0.0,2.0,1.0,89.0,42.0,7.0,1256.0,6647431105.0,1.0,2.0,0,1.0
4196,11.0,1.0,80.0,3.0,6.0,5.0,7.0,1.0,1.0,53.0,31.0,6.0,1099.0,6647431105.0,1.0,2.0,0,1.0
4197,11.0,1.0,81.0,4.0,9.0,8.0,,1.0,1.0,47.0,10.0,,1117.0,6647431105.0,1.0,2.0,0,1.0
4198,11.0,1.0,82.0,2.0,,3.0,4.0,1.0,1.0,88.0,17.0,,831.0,6647431105.0,1.0,2.0,0,1.0
4199,11.0,1.0,83.0,3.0,6.0,7.0,5.0,2.0,1.0,50.0,38.0,17.0,1050.0,6647431105.0,1.0,2.0,0,1.0
4200,11.0,1.0,84.0,2.0,3.0,4.0,,0.0,1.0,83.0,11.0,,1214.0,6647431105.0,1.0,2.0,0,1.0
4201,11.0,1.0,85.0,2.0,4.0,,3.0,2.0,1.0,91.0,20.0,,904.0,6647431105.0,1.0,2.0,0,1.0
4202,11.0,1.0,86.0,1.0,2.0,1.0,0.0,2.0,1.0,79.0,45.0,13.0,1539.0,6647431105.0,1.0,2.0,0,1.0
4203,11.0,1.0,87.0,2.0,,4.0,3.0,2.0,1.0,87.0,15.0,,835.0,6647431105.0,1.0,2.0,0,1.0
4204,11.0,1.0,88.0,4.0,9.0,8.0,,1.0,1.0,49.0,15.0,,1035.0,6647431105.0,1.0,2.0,0,1.0
4205,11.0,1.0,89.0,2.0,,4.0,3.0,2.0,1.0,80.0,13.0,,1458.0,6647431105.0,1.0,2.0,0,1.0
4206,11.0,1.0,90.0,1.0,0.0,2.0,1.0,0.0,1.0,85.0,44.0,8.0,1438.0,6647431105.0,1.0,2.0,0,1.0
4207,11.0,1.0,91.0,2.0,4.0,3.0,,1.0,1.0,87.0,11.0,,5003.0,6647431105.0,1.0,2.0,0,1.0
4208,11.0,1.0,92.0,3.0,6.0,7.0,5.0,2.0,1.0,51.0,33.0,5.0,1018.0,6647431105.0,1.0,2.0,0,1.0
4209,11.0,1.0,93.0,4.0,,8.0,9.0,1.0,1.0,49.0,18.0,,1405.0,6647431105.0,1.0,2.0,0,1.0
4210,11.0,1.0,94.0,1.0,0.0,2.0,1.0,0.0,1.0,81.0,45.0,13.0,1355.0,6647431105.0,1.0,2.0,0,1.0
4211,11.0,1.0,95.0,2.0,3.0,4.0,,0.0,1.0,84.0,11.0,,821.0,6647431105.0,1.0,2.0,0,1.0
4212,11.0,1.0,96.0,3.0,5.0,7.0,6.0,0.0,1.0,56.0,32.0,7.0,1610.0,6647431105.0,1.0,2.0,0,1.0
4213,11.0,1.0,97.0,1.0,0.0,2.0,1.0,0.0,1.0,82.0,54.0,16.0,1131.0,6647431105.0,1.0,2.0,0,1.0
4214,11.0,1.0,98.0,3.0,7.0,6.0,5.0,2.0,1.0,53.0,30.0,15.0,955.0,6647431105.0,1.0,2.0,0,1.0
4215,11.0,1.0,99.0,2.0,3.0,,4.0,0.0,1.0,81.0,12.0,,873.0,6647431105.0,1.0,2.0,0,1.0
4216,11.0,1.0,100.0,1.0,0.0,2.0,1.0,0.0,1.0,83.0,49.0,8.0,2140.0,6647431105.0,1.0,2.0,0,1.0
4217,11.0,1.0,101.0,2.0,4.0,,3.0,2.0,1.0,86.0,12.0,,957.0,6647431105.0,1.0,2.0,0,1.0
4218,11.0,1.0,102.0,3.0,6.0,5.0,7.0,1.0,1.0,56.0,33.0,14.0,980.0,6647431105.0,1.0,2.0,0,1.0
4219,11.0,1.0,103.0,1.0,0.0,1.0,2.0,0.0,1.0,95.0,54.0,15.0,1058.0,6647431105.0,1.0,2.0,0,1.0
4220,11.0,1.0,104.0,2.0,,3.0,4.0,1.0,1.0,88.0,19.0,,999.0,6647431105.0,1.0,2.0,0,1.0
4221,11.0,1.0,105.0,4.0,9.0,,8.0,2.0,1.0,51.0,11.0,,1769.0,6647431105.0,1.0,2.0,0,1.0
4222,11.0,1.0,106.0,2.0,,4.0,3.0,2.0,1.0,95.0,16.0,,895.0,6647431105.0,1.0,2.0,0,1.0
4223,11.0,1.0,107.0,4.0,8.0,9.0,,0.0,1.0,50.0,15.0,,1513.0,6647431105.0,1.0,2.0,0,1.0
4224,11.0,1.0,108.0,2.0,3.0,,4.0,0.0,1.0,86.0,15.0,,785.0,6647431105.0,1.0,2.0,0,1.0
4225,11.0,1.0,109.0,3.0,7.0,5.0,6.0,1.0,1.0,51.0,33.0,14.0,1120.0,6647431105.0,1.0,2.0,0,1.0
4226,11.0,1.0,110.0,4.0,,9.0,8.0,2.0,1.0,53.0,17.0,,1810.0,6647431105.0,1.0,2.0,0,1.0
4227,11.0,1.0,111.0,2.0,3.0,,4.0,0.0,1.0,81.0,9.0,,1045.0,6647431105.0,1.0,2.0,0,1.0
4228,11.0,1.0,112.0,2.0,,4.0,3.0,2.0,1.0,85.0,12.0,,1384.0,6647431105.0,1.0,2.0,0,1.0
4229,11.0,1.0,113.0,4.0,,9.0,8.0,2.0,1.0,50.0,10.0,,1030.0,6647431105.0,1.0,2.0,0,1.0
4230,11.0,1.0,114.0,1.0,2.0,1.0,0.0,2.0,1.0,94.0,58.0,15.0,1217.0,6647431105.0,1.0,2.0,0,1.0
4231,11.0,1.0,115.0,4.0,8.0,9.0,,0.0,1.0,52.0,14.0,,1205.0,6647431105.0,1.0,2.0,0,1.0
4232,11.0,1.0,116.0,1.0,1.0,2.0,0.0,2.0,1.0,94.0,42.0,19.0,1177.0,6647431105.0,1.0,2.0,0,1.0
4233,11.0,1.0,117.0,1.0,2.0,0.0,1.0,1.0,1.0,86.0,49.0,16.0,1489.0,6647431105.0,1.0,2.0,0,1.0
4234,11.0,1.0,118.0,2.0,,4.0,3.0,2.0,1.0,90.0,8.0,,1143.0,6647431105.0,1.0,2.0,0,1.0
4235,11.0,1.0,119.0,4.0,8.0,,9.0,0.0,1.0,49.0,19.0,,1885.0,6647431105.0,1.0,2.0,0,1.0
4236,11.0,1.0,120.0,2.0,4.0,,3.0,2.0,1.0,85.0,16.0,,1316.0,6647431105.0,1.0,2.0,0,1.0
4237,11.0,1.0,121.0,4.0,,9.0,8.0,2.0,1.0,53.0,11.0,,1251.0,6647431105.0,1.0,2.0,0,1.0
4238,11.0,1.0,122.0,4.0,,9.0,8.0,2.0,1.0,44.0,17.0,,1113.0,6647431105.0,1.0,2.0,0,1.0
4239,11.0,1.0,123.0,2.0,4.0,,3.0,2.0,1.0,81.0,14.0,,1020.0,6647431105.0,1.0,2.0,0,1.0
4240,11.0,1.0,124.0,3.0,5.0,6.0,7.0,0.0,1.0,51.0,27.0,15.0,1435.0,6647431105.0,1.0,2.0,0,1.0
